title,abstract,database,database_id,doi
classifying human audiometric phenotypes of agerelated hearing loss from animal models,"131. J Assoc Res Otolaryngol. 2013 Oct;14(5):687-701. doi: 10.1007/s10162-013-0396-x. Epub 2013 Jun 6.Classifying human audiometric phenotypes of age-related hearing loss from animal models.Dubno JR(1), Eckert MA, Lee FS, Matthews LJ, Schmiedt RA.Author information:(1)Department of Otolaryngology-Head and Neck Surgery, Medical University of South Carolina, 135 Rutledge Avenue, MSC 550, Charleston, SC, 29425-5500, USA, dubnojr@musc.edu.Age-related hearing loss (presbyacusis) has a complex etiology. Results from animal models detailing the effects of specific cochlear injuries on audiometric profiles may be used to understand the mechanisms underlying hearing loss in older humans and predict cochlear pathologies associated with certain audiometric configurations (""audiometric phenotypes""). Patterns of hearing loss associated with cochlear pathology in animal models were used to define schematic boundaries of human audiograms. Pathologies included evidence for metabolic, sensory, and a mixed metabolic + sensory phenotype; an older normal phenotype without threshold elevation was also defined. Audiograms from a large sample of older adults were then searched by a human expert for ""exemplars"" (best examples) of these phenotypes, without knowledge of the human subject demographic information. Mean thresholds and slopes of higher frequency thresholds of the audiograms assigned to the four phenotypes were consistent with the predefined schematic boundaries and differed significantly from each other. Significant differences in age, gender, and noise exposure history provided external validity for the four phenotypes. Three supervised machine learning classifiers were then used to assess reliability of the exemplar training set to estimate the probability that newly obtained audiograms exhibited one of the four phenotypes. These procedures classified the exemplars with a high degree of accuracy; classifications of the remaining cases were consistent with the exemplars with respect to average thresholds and demographic information. These results suggest that animal models of age-related hearing loss can be used to predict human cochlear pathology by classifying audiograms into phenotypic classifications that reflect probable etiologies for hearing loss in older humans.DOI: 10.1007/s10162-013-0396-xPMCID: PMC3767874",pubmed,23740184,10.1007/s10162-013-0396-x
how much individualization is required to predict the individual effect of suprathreshold processing deficits assessing plomps distortion component with psychoacoustic detection thresholds and fade references,"Plomp introduced an empirical separation of the increased speech recognition thresholds (SRT) in listeners with a sensorineural hearing loss into an Attenuation (A) component (which can be compensated by amplification) and a non-compensable Distortion (D) component. Previous own research backed up this notion by speech recognition models that derive their SRT prediction from the individual audiogram with or without a psychoacoustic measure of suprathreshold processing deficits. To determine the precision in separating the A and D component for the individual listener with various individual measures and individualized models, SRTs with 40 listeners with a variation in hearing impairment were obtained in quiet, stationary noise, and fluctuating noise (ICRA 5-250 and babble). Both the clinical audiogram and an adaptive, precise sweep audiogram were obtained as well as tone-in-noise detection thresholds at four frequencies to characterize the individual hearing impairment. For predicting the SRT, the FADE-model (which is based on machine learning) was used with either of the two audiogram procedures and optionally the individual tone-in-noise detection thresholds. The results indicate that the precisely measured swept tone audiogram allows for a more precise prediction of the individual SRT in comparison to the clinical audiogram (RMS error of 4.3 dB vs. 6.4 dB, respectively). While an estimation from the precise audiogram and FADE performed equally well in predicting the individual A and D component, the further refinement of including the tone-in-noise detection threshold with FADE led to a slight improvement of prediction accuracy (RMS error of 3.3 dB, 4.6 dB and 1.4 dB, for SRT, A and D component, respectively). Hence, applying FADE is advantageous for scientific purposes where a consistent modeling of different psychoacoustical effects in the same listener with a minimum amount of assumptions is desirable. For clinical purposes, however, a precisely measured audiogram and an estimation of the expected D component using a linear regression appears to be a satisfactory first step towards precision audiology. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",psychinfo,,https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=psyc22&DO=10.1016%2fj.heares.2022.108609
autoaudio deep learning for automatic audiogram interpretation,"Hearing loss is the leading human sensory system loss, and one of the leading causes for years lived with disability with significant effects on quality of life, social isolation, and overall health. Coupled with a forecast of increased hearing loss burden worldwide, national and international health organizations have urgently recommended that access to hearing evaluation be expanded to meet demand. The objective of this study was to develop 'AutoAudio' – a novel deep learning proof-of-concept model that accurately and quickly interprets diagnostic audiograms. Adult audiogram reports representing normal, conductive, mixed and sensorineural morphologies were used to train different neural network architectures. Image augmentation techniques were used to increase the training image set size. Classification accuracy on a separate test set was used to assess model performance. The architecture with the highest out-of-training set accuracy was ResNet-101 at 97.5%. Neural network training time varied between 2 to 7 h depending on the depth of the neural network architecture. Each neural network architecture produced misclassifications that arose from failures of the model to correctly label the audiogram with the appropriate hearing loss type. The most commonly misclassified hearing loss type were mixed losses. Re-engineering the process of hearing testing with a machine learning innovation may help enhance access to the growing worldwide population that is expected to require audiologist services. Our results suggest that deep learning may be a transformative technology that enables automatic and accurate audiogram interpretation.",cinahl,1485598,10.1007/s10916-020-01627-1
mining audiograms to improve the interpretability of automated audiometry measurements,"Many people with hearing loss are unaware of it and do not seek benefit from available interventions such as hearing aids. This is in part due to the limited accessibility to qualified hearing healthcare providers in developing and developed countries alike. Automated audiometry, which has gained in popularity amidst the torrent of advances in telemedicine and mobile health, makes it possible to deliver basic hearing tests to remote or otherwise underserved communities at low cost. While this technology makes it possible to perform hearing assessments outside of a sound booth, many individuals administering the test are non-specialists, and thus, have a limited ability to interpret audiometric measurements and to make tailored recommendations. In this paper, we present the first steps towards the development of a flexible, supervised learning approach for the classification of audiograms in terms of their shape, severity and symmetry. More specifically, we outline our approach to building a set of non-redundant, annotation-ready audiograms from a much larger dataset. In addition, we present a Rapid Audiogram Annotation Environment (RAAE) designed specifically for the collection of audiogram annotations from a large community of expert audiologists. Preliminary results indicate that annotations provided through our environment are consistent leading to low intra-coder variability. Data gathered through the RAAE will form the basis of learning algorithms to help non-experts make better decisions from audiometric data.",ieee,,10.1109/MeMeA.2018.8438746
robust machine learning method for imputing missing values in audiograms collected in children,"29. Int J Audiol. 2022 Jan;61(1):66-77. doi: 10.1080/14992027.2021.1884909. Epub 2021 Feb 27.Robust machine learning method for imputing missing values in audiograms collected in children.Pitathawatchai P(1), Chaichulee S(2), Kirtsreesakul V(1).Author information:(1)Department of Otolaryngology Head and Neck Surgery, Faculty of Medicine, Prince of Songkla University, Hat Yai, Thailand.(2)Institute of Biomedical Engineering, Department of Biomedical Sciences and Biomedical Engineering, Faculty of Medicine, Prince of Songkla University, Hat Yai, Thailand.OBJECTIVE: To assess the accuracy and reliability of a machine learning (ML) algorithm for predicting the full audiograms of hearing-impaired children relative to the common approach (CA).DESIGN: Retrospective study.STUDY SAMPLE: There were 206 audiograms included from 206 children with sensorineural hearing loss. Nested cross-validation was used for evaluating the performance of the CA and ML. Six audiogram prediction simulations were performed in which either one or two thresholds across 0.5-4 kHz from complete audiograms in the dataset were labelled. Missing thresholds at the remaining frequencies were then predicted using the CA and ML in each simulation. The accuracy of the ML algorithm was determined by comparing the median average absolute threshold differences between the CA and ML using Wilcoxon signed-rank test. The reliability between runs of the ML was also assessed with Cronbach's alphas.RESULTS: The median average absolute threshold differences in ML (5-8 dBHL) were statistically significantly lower than those in CA (6.25-10 dBHL) in all six simulations (p value < 0.05). The ML algorithm was also found to be reliable to predict the audiograms in all six simulations (α > 0.9).CONCLUSION: Using the ML to predict the children's audiograms was reliable and more accurate than using the CA.DOI: 10.1080/14992027.2021.1884909",pubmed,33641573,10.1080/14992027.2021.1884909
investigation of hearing loss in elderly vertigo and dizziness patients in the past 10 years references,"Background: Vertigo and hearing loss are both prevalent in the elderly. This study retrospectively analyzed hearing test results from elderly patients experiencing vertigo and dizziness at ENT outpatient over a 10-year period, in order to study the patterns of hearing loss in this patient population. Methods: Nine thousand three hundred eighty four patients over 50 years old underwent retrospective collection and screening of outpatient diagnosis, pure tone audiometry, acoustic immittance measurement (tympanogram) and auditory brainstem response (ABR) test. The patient's audiograms are divided into 7 subtypes according to a set of fixed criteria. Meanwhile, K-Means clustering analysis method was used to classify the audiogram. Results: The Jerger classification of tympanogram in elderly patients with vertigo and dizziness showed the majority falling under type A. The leading audiogram shapes were flat (27.81% in right ear and 26.89% in left ear), high-frequency gently sloping (25.97% in right ear and 27.34% in left ear), and high-frequency steeply sloping (21.60% in right ear and 22.53% in left ear). Meniere's disease (MD; 30.87%), benign recurrent vertigo (BRV; 19.07%), and benign paroxysmal positional vertigo (BPPV; 15.66%) were the most common etiologies in elderly vestibular diseases. We observed statistically significant differences in hearing thresholds among these vestibular diseases (P < 0.001). K-Means clustering analysis suggested that the optimal number of clusters was three, with sample sizes for the three clusters being 2,747, 2,413, and 4,139, respectively. The ANOVA statistical results of each characteristic value showed P < 0.001. Conclusion: The elderly patients often have mild to moderate hearing loss as a concomitant symptom with vertigo. Female patients have better hearing thresholds than males. The dominant audiometric shapes in this patient population were flat, high-frequency gently sloping, and high-frequency steeply sloping according to a set of fixed criteria. This study highlights the need for tailored strategies in managing hearing loss in elderly patients with vertigo and dizziness. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",psychinfo,,https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=psyc22&DO=10.3389%2ffnagi.2023.1225786
data mining of audiology patient records factors influencing the choice of hearing aid type,"Background: This paper describes the analysis of a database of over 180,000 patient records, collected from over 23,000 patients, by the hearing aid clinic at James Cook University Hospital in Middlesbrough, UK. These records consist of audiograms (graphs of the faintest sounds audible to the patient at six different pitches), categorical data (such as age, gender, diagnosis and hearing aid type) and brief free text notes made by the technicians. This data is mined to determine which factors contribute to the decision to fit a BTE (worn behind the ear) hearing aid as opposed to an ITE (worn in the ear) hearing aid.Methods: From PCA (principal component analysis) four main audiogram types are determined, and are related to the type of hearing aid chosen. The effects of age, gender, diagnosis, masker, mould and individual audiogram frequencies are combined into a single model by means of logistic regression. Some significant keywords are also discovered in the free text fields by using the chi-squared (χ(2)) test, which can also be used in the model. The final model can act a decision support tool to help decide whether an individual patient should be offered a BTE or an ITE hearing aid.Results: The final model was tested using 5-fold cross validation, and was able to replicate the decisions of audiologists whether to fit an ITE or a BTE hearing aid with precision in the range 0.79 to 0.87.Conclusions: A decision support system was produced to predict the type of hearing aid which should be prescribed, with an explanation facility explaining how that decision was arrived at. This system should prove useful in providing a ""second opinion"" for audiologists.",cinahl,14726947,10.1186/1472-6947-12-S1-S6
using machine learning and the national health and nutrition examination survey to classify individuals with hearing loss,"739. Front Digit Health. 2021 Aug 18;3:723533. doi: 10.3389/fdgth.2021.723533. eCollection 2021.Using Machine Learning and the National Health and Nutrition Examination Survey to Classify Individuals With Hearing Loss.Ellis GM(1), Souza PE(1)(2).Author information:(1)Department of Communication Sciences and Disorders, Northwestern University, Evanston, IL, United States.(2)Knowles Hearing Center, Evanston, IL, United States.Even before the COVID-19 pandemic, there was mounting interest in remote testing solutions for audiology. The ultimate goal of such work was to improve access to hearing healthcare for individuals that might be unable or reluctant to seek audiological help in a clinic. In 2015, Diane Van Tasell patented a method for measuring an audiogram when the precise signal level was unknown (patent US 8,968,209 B2). In this method, the slope between pure-tone thresholds measured at 2 and 4 kHz is calculated and combined with questionnaire information in order to reconstruct the most likely audiograms from a database of options. An approach like the Van Tasell method is desirable because it is quick and feasible to do in a patient's home where exact stimulus levels are unknown. The goal of the present study was to use machine learning to assess the effectiveness of such audiogram-estimation methods. The National Health and Nutrition Examination Survey (NHANES), a database of audiologic and demographic information, was used to train and test several machine learning algorithms. Overall, 9,256 cases were analyzed. Audiometric data were classified using the Wisconsin Age-Related Hearing Impairment Classification Scale (WARHICS), a method that places hearing loss into one of eight categories. Of the algorithms tested, a random forest machine learning algorithm provided the best fit with only a few variables: the slope between 2 and 4 kHz; gender; age; military experience; and self-reported hearing ability. Using this method, 54.79% of the individuals were correctly classified, 34.40% were predicted to have a milder loss than measured, and 10.82% were predicted to have a more severe loss than measured. Although accuracy was low, it is unlikely audibility would be severely affected if classifications were used to apply gains. Based on audibility calculations, underamplification still provided sufficient gain to achieve ~95% correct (Speech Intelligibility Index ≥ 0.45) for sentence materials for 88% of individuals. Fewer than 1% of individuals were overamplified by 10 dB for any audiometric frequency. Given these results, this method presents a promising direction toward remote assessment; however, further refinement is needed before use in clinical fittings.Copyright © 2021 Ellis and Souza.DOI: 10.3389/fdgth.2021.723533PMCID: PMC8521948",pubmed,34713189,10.3389/fdgth.2021.723533
a software tool for puretone audiometry classification of audiograms for inclusion of patients in clinical trials english version,"262. HNO. 2016 Mar;64 Suppl 1:S1-6. doi: 10.1007/s00106-015-0089-3.A software tool for pure‑tone audiometry. Classification of audiograms for inclusion of patients in clinical trials. English version.Rahne T(1), Buthut F(2), Plößl S(2), Plontke SK(2).Author information:(1)Department of Otorhinolaryngology, University Hospital Halle (Saale), Ernst-Grube-Str. 40, 06120, Halle (Saale), Germany. torsten.rahne@uk-halle.de.(2)Department of Otorhinolaryngology, University Hospital Halle (Saale), Ernst-Grube-Str. 40, 06120, Halle (Saale), Germany.OBJECTIVE: Selecting subjects for clinical trials on hearing loss therapies relies on the patient meeting the audiological inclusion criteria. In studies on the treatment of idiopathic sudden sensorineural hearing loss, the patient's acute audiogram is usually compared with a previous audiogram, the audiogram of the non-affected ear, or a normal audiogram according to an ISO standard. Generally, many more patients are screened than actually fulfill the particular inclusion criteria. The inclusion criteria often require a calculation of pure-tone averages, selection of the most affected frequencies, and calculation of hearing loss differences.MATERIALS AND METHODS: A software tool was developed to simplify and accelerate this inclusion procedure for investigators to estimate the possible recruitment rate during the planning phase of a clinical trial and during the actual study. This tool is Microsoft Excel-based and easy to modify to meet the particular inclusion criteria of a specific clinical trial. The tool was retrospectively evaluated on 100 patients with acute hearing loss comparing the times for classifying automatically and manually. The study sample comprised 100 patients with idiopathic sudden sensorineural hearing loss.RESULTS AND CONCLUSION: The age- and sex-related normative audiogram was calculated automatically by the tool and the hearing impairment was graded. The estimated recruitment rate of our sample was quickly calculated. Information about meeting the inclusion criteria was provided instantaneously. A significant reduction of 30 % in the time required for classifying (30 s per patient) was observed.DOI: 10.1007/s00106-015-0089-3PMCID: PMC4819485",pubmed,26607156,10.1007/s00106-015-0089-3
standard audiograms for koreans derived through hierarchical clustering using data from the korean national health and nutrition examination survey 20092012,"471. Sci Rep. 2019 Mar 6;9(1):3675. doi: 10.1038/s41598-019-40300-7.Standard Audiograms for Koreans Derived through Hierarchical Clustering Using Data from the Korean National Health and Nutrition Examination Survey 2009-2012.Chang YS(1), Yoon SH(2), Kim JR(2), Baek SY(3), Cho YS(2), Hong SH(4), Kim S(3), Moon IJ(5).Author information:(1)Department of Otorhinolaryngology - Head and Neck Surgery, Korea University College of Medicine, Korea University Ansan Hospital, Ansan, Republic of Korea.(2)Department of Otorhinolaryngology-Head and Neck Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.(3)Statistics and Data Center, Research Institute for Future Medicine, Samsung Medical Center, Seoul, Korea.(4)Department of Otorhinolaryngology-Head and Neck Surgery, Samsung Changwon Hospital, Sungkyunkwan University School of Medicine, Seoul, Korea.(5)Department of Otorhinolaryngology-Head and Neck Surgery, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea. moonij@skku.edu.Assessments of standardized region/population-specific audiological characteristics are needed for provision of effective rehabilitative services through reducing costs associated with hearing aids. This study aims to propose a set of standard audiograms representing the Korean population that were derived by analyzing data from the 2009-2012 Korea National Health and Nutrition Examination Survey (KNHANES), a nationwide epidemiologic study conducted by Korean government organizations. Standard audiograms were derived by applying a hierarchical clustering method from recorded audiologic data that were obtained independently at 6 frequencies for each ear: 0.5, 1.0, 2.0, 3.0, 4.0, and 6.0 kHz (in dB HL). To derive the optimal number of clusters of the desired standard audiograms, cubic clustering criterion, pseudo-F-, and pseudo-t2-statistics were calculated. These analyses resulted in 29 clusters representing a standard audiogram of the South Korean population. Eighteen of the clusters represented normal hearing audiograms (73.11%), while 11 represented hearing-impaired (HI) standard audiograms (27.89%). Of the 11 HI audiograms, 7 were defined as flat-type (17.81%), while the remaining 4 were defined as sloping-type (9.08%). In conclusion, 29 audiograms representing standard audiograms for the Korean population have been derived using KNHANES data. Improved understanding of the characteristics of each cluster may be helpful for development of more personalized, fixed-setting hearing aids.DOI: 10.1038/s41598-019-40300-7PMCID: PMC6403394",pubmed,30842521,10.1038/s41598-019-40300-7
applications of machine learning methods in retrospective studies on hearing,"Hearing healthcare professionals rely on the audiograms produced through pure tone audiometry, among other tests, to diagnose and treat hearing loss. Researchers also rely on audiograms to study the prevalence of hearing loss in various populations. Notably, due to the available test time, intraoctave frequencies are not often recorded, even though they can contribute to certain diagnoses. Previous work has proposed the imputation of these thresholds using a simple average of neighboring thresholds. In this work, we present an alternative approach for addressing missing intra-octave thresholds that relies on a $\pmb{k}$ -nearest neighbors algorithm and show that accuracy can be slightly improved using a data-driven approach to imputation. We also present a Gaussian mixture model-based approach to flagging atypical or potentially unreliable audiograms to produce high quality datasets. Our method allows the imputation of intra-octave thresholds with an accuracy no worse than simple averaging. For the more challenging 6000 Hz threshold, our method appears to be particularly effective. Overall, our method allows for improved presentation of complete audiogram datasets. © 2018 IEEE.",scopus,2-s2.0-85060239928,10.1109/LSC.2018.8572268
fast continuous audiogram estimation using machine learning,"277. Ear Hear. 2015 Nov-Dec;36(6):e326-35. doi: 10.1097/AUD.0000000000000186.Fast, Continuous Audiogram Estimation Using Machine Learning.Song XD(1), Wallace BM, Gardner JR, Ledbetter NM, Weinberger KQ, Barbour DL.Author information:(1)1Laboratory of Sensory Neuroscience and Neuroengineering, Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, Missouri, USA; 2Program in Audiology and Communication Sciences, Washington University in St. Louis, St. Louis, Missouri, USA; and 3Department of Computer Science & Engineering, Washington University in St. Louis, St. Louis, Missouri, USA.OBJECTIVES: Pure-tone audiometry has been a staple of hearing assessments for decades. Many different procedures have been proposed for measuring thresholds with pure tones by systematically manipulating intensity one frequency at a time until a discrete threshold function is determined. The authors have developed a novel nonparametric approach for estimating a continuous threshold audiogram using Bayesian estimation and machine learning classification. The objective of this study was to assess the accuracy and reliability of this new method relative to a commonly used threshold measurement technique.DESIGN: The authors performed air conduction pure-tone audiometry on 21 participants between the ages of 18 and 90 years with varying degrees of hearing ability. Two repetitions of automated machine learning audiogram estimation and one repetition of conventional modified Hughson-Westlake ascending-descending audiogram estimation were acquired by an audiologist. The estimated hearing thresholds of these two techniques were compared at standard audiogram frequencies (i.e., 0.25, 0.5, 1, 2, 4, 8 kHz).RESULTS: The two threshold estimate methods delivered very similar estimates at standard audiogram frequencies. Specifically, the mean absolute difference between estimates was 4.16 ± 3.76 dB HL. The mean absolute difference between repeated measurements of the new machine learning procedure was 4.51 ± 4.45 dB HL. These values compare favorably with those of other threshold audiogram estimation procedures. Furthermore, the machine learning method generated threshold estimates from significantly fewer samples than the modified Hughson-Westlake procedure while returning a continuous threshold estimate as a function of frequency.CONCLUSIONS: The new machine learning audiogram estimation technique produces continuous threshold audiogram estimates accurately, reliably, and efficiently, making it a strong candidate for widespread application in clinical and research audiometry.DOI: 10.1097/AUD.0000000000000186PMCID: PMC4709018",pubmed,26258575,10.1097/AUD.0000000000000186
