PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31130836","Exploring Differences in Speech Processing Among Older Hearing-Impaired Listeners With or Without Hearing Aid Experience: Eye-Tracking and fMRI Measurements","Habicht J, Behler O, Kollmeier B, Neher T.","Front Neurosci. 2019 May 3;13:420. doi: 10.3389/fnins.2019.00420. eCollection 2019.","Habicht J","Front Neurosci","2019","2019/05/28","PMC6509414","","10.3389/fnins.2019.00420"
"35431849","Functional Brain Connections Identify Sensorineural Hearing Loss and Predict the Outcome of Cochlear Implantation","Song Q, Qi S, Jin C, Yang L, Qian W, Yin Y, Zhao H, Yu H.","Front Comput Neurosci. 2022 Mar 30;16:825160. doi: 10.3389/fncom.2022.825160. eCollection 2022.","Song Q","Front Comput Neurosci","2022","2022/04/18","PMC9005839","","10.3389/fncom.2022.825160"
"38649691","Single-unit data for sensory neuroscience: Responses from the auditory nerve of young-adult and aging gerbils","Heeringa AN.","Sci Data. 2024 Apr 22;11(1):411. doi: 10.1038/s41597-024-03259-3.","Heeringa AN","Sci Data","2024","2024/04/22","","","10.1038/s41597-024-03259-3"
"24337445","Source localisation of visual evoked potentials in congenitally deaf individuals","Hauthal N, Thorne JD, Debener S, Sandmann P.","Brain Topogr. 2014 May;27(3):412-24. doi: 10.1007/s10548-013-0341-7. Epub 2013 Dec 12.","Hauthal N","Brain Topogr","2014","2013/12/17","","","10.1007/s10548-013-0341-7"
"31139049","Stem Cell Based Drug Delivery for Protection of Auditory Neurons in a Guinea Pig Model of Cochlear Implantation","Scheper V, Hoffmann A, Gepp MM, Schulz A, Hamm A, Pannier C, Hubka P, Lenarz T, Schwieger J.","Front Cell Neurosci. 2019 May 14;13:177. doi: 10.3389/fncel.2019.00177. eCollection 2019.","Scheper V","Front Cell Neurosci","2019","2019/05/30","PMC6527816","","10.3389/fncel.2019.00177"
"35069100","Speech-Driven Facial Animations Improve Speech-in-Noise Comprehension of Humans","Varano E, Vougioukas K, Ma P, Petridis S, Pantic M, Reichenbach T.","Front Neurosci. 2022 Jan 5;15:781196. doi: 10.3389/fnins.2021.781196. eCollection 2021.","Varano E","Front Neurosci","2022","2022/01/24","PMC8766421","","10.3389/fnins.2021.781196"
"36824745","Cochlear transcriptome analysis of an outbred mouse population (CFW)","Boussaty EC, Tedeschi N, Novotny M, Ninoyu Y, Du E, Draf C, Zhang Y, Manor U, Scheuermann RH, Friedman R.","bioRxiv [Preprint]. 2023 Jun 10:2023.02.15.528661. doi: 10.1101/2023.02.15.528661.","Boussaty EC","bioRxiv","2023","2023/02/24","PMC9948975","","10.1101/2023.02.15.528661"
"22194315","An integrated knowledge translation experience: use of the Network of Pediatric Audiologists of Canada to facilitate the development of the University of Western Ontario Pediatric Audiological Monitoring Protocol (UWO PedAMP v1.0)","Moodie ST, Bagatto MP, Miller LT, Kothari A, Seewald R, Scollie SD.","Trends Amplif. 2011 Mar-Jun;15(1):34-56. doi: 10.1177/1084713811417634.","Moodie ST","Trends Amplif","2011","2011/12/24","PMC4040833","","10.1177/1084713811417634"
"38094513","Cochlear transcriptome analysis of an outbred mouse population (CFW)","Boussaty EC, Tedeschi N, Novotny M, Ninoyu Y, Du E, Draf C, Zhang Y, Manor U, Scheuermann RH, Friedman R.","Front Cell Neurosci. 2023 Nov 29;17:1256619. doi: 10.3389/fncel.2023.1256619. eCollection 2023.","Boussaty EC","Front Cell Neurosci","2023","2023/12/14","PMC10716316","","10.3389/fncel.2023.1256619"
"34594083","Hearing Aid Technology to Improve Speech Intelligibility in Noise","Alexander JM.","Semin Hear. 2021 Aug;42(3):175-185. doi: 10.1055/s-0041-1735174. Epub 2021 Sep 24.","Alexander JM","Semin Hear","2021","2021/10/01","PMC8463122","","10.1055/s-0041-1735174"
"28145795","Supernumerary human hair cells-signs of regeneration or impaired development? A field emission scanning electron microscopy study","Rask-Andersen H, Li H, Löwenheim H, Müller M, Pfaller K, Schrott-Fischer A, Glueckert R.","Ups J Med Sci. 2017 Mar;122(1):11-19. doi: 10.1080/03009734.2016.1271843. Epub 2017 Feb 1.","Rask-Andersen H","Ups J Med Sci","2017","2017/02/02","PMC5361427","","10.1080/03009734.2016.1271843"
"27938607","[Prevalence of hearing disorders in China: a population-based survey in four provinces of China]","Hu XY, Zheng XY, Ma FR, Long M, Han R, Zhou LJ, Wang F, Gong R, Pan T, Zhang SX, Du B, Jin P, Guo CY, Zheng YQ, Liu M, He LH, Qiu JH, Xu M, Song L, Xu XH, Liu XW, Wang SP.","Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi. 2016 Nov 7;51(11):819-825. doi: 10.3760/cma.j.issn.1673-0860.2016.11.004.","Hu XY","Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi","2016","2016/12/13","","","10.3760/cma.j.issn.1673-0860.2016.11.004"
"33306661","Robot-assisted Cochlear Implant Electrode Array Insertion in Adults: A Comparative Study With Manual Insertion","Daoudi H, Lahlou G, Torres R, Sterkers O, Lefeuvre V, Ferrary E, Mosnier I, Nguyen Y.","Otol Neurotol. 2021 Apr 1;42(4):e438-e444. doi: 10.1097/MAO.0000000000003002.","Daoudi H","Otol Neurotol","2021","2020/12/11","","","10.1097/MAO.0000000000003002"
"37521701","Towards personalized and optimized fitting of cochlear implants","Van Opstal AJ, Noordanus E.","Front Neurosci. 2023 Jul 13;17:1183126. doi: 10.3389/fnins.2023.1183126. eCollection 2023.","Van Opstal AJ","Front Neurosci","2023","2023/07/31","PMC10372492","","10.3389/fnins.2023.1183126"
"32792910","Antioxidants and Vasodilators for the Treatment of Noise-Induced Hearing Loss: Are They Really Effective?","Alvarado JC, Fuentes-Santamaría V, Juiz JM.","Front Cell Neurosci. 2020 Jul 22;14:226. doi: 10.3389/fncel.2020.00226. eCollection 2020.","Alvarado JC","Front Cell Neurosci","2020","2020/08/15","PMC7387569","","10.3389/fncel.2020.00226"
"12815431","Somatosensory basis of speech production","Tremblay S, Shiller DM, Ostry DJ.","Nature. 2003 Jun 19;423(6942):866-9. doi: 10.1038/nature01710.","Tremblay S","Nature","2003","2003/06/20","","","10.1038/nature01710"
"35731440","The association between hearing threshold and urinary personal care and consumer product metabolites in middle-aged and elderly people from the USA","Fu YP, Chen WY, Guo LQ, Zhu YQ, Yuan JS, Liu YH.","Environ Sci Pollut Res Int. 2022 Nov;29(53):81076-81086. doi: 10.1007/s11356-022-21459-5. Epub 2022 Jun 22.","Fu YP","Environ Sci Pollut Res Int","2022","2022/06/22","","","10.1007/s11356-022-21459-5"
"35431781","Sensorineural Hearing Loss Affects Functional Connectivity of the Auditory Cortex, Parahippocampal Gyrus and Inferior Prefrontal Gyrus in Tinnitus Patients","Chen J, Zhao Y, Zou T, Wen X, Zhou X, Yu Y, Liu Z, Li M.","Front Neurosci. 2022 Apr 1;16:816712. doi: 10.3389/fnins.2022.816712. eCollection 2022.","Chen J","Front Neurosci","2022","2022/04/18","PMC9011051","","10.3389/fnins.2022.816712"
"34887749","Prediction of the Molecular Mechanisms Underlying Erlong Zuoci Treatment of Age-Related Hearing Loss via Network Pharmacology-Based Analyses Combined with Experimental Validation","Liu Q, Li N, Yang Y, Yan X, Dong Y, Peng Y, Shi J.","Front Pharmacol. 2021 Nov 23;12:719267. doi: 10.3389/fphar.2021.719267. eCollection 2021.","Liu Q","Front Pharmacol","2021","2021/12/10","PMC8650627","","10.3389/fphar.2021.719267"
"31102039","GABA(A) Receptors in the Mongolian Gerbil: a PET Study Using [(18)F]Flumazenil to Determine Receptor Binding in Young and Old Animals","Kessler M, Mamach M, Beutelmann R, Lukacevic M, Eilert S, Bascuñana P, Fasel A, Bengel FM, Bankstahl JP, Ross TL, Klump GM, Berding G.","Mol Imaging Biol. 2020 Apr;22(2):335-347. doi: 10.1007/s11307-019-01371-0.","Kessler M","Mol Imaging Biol","2020","2019/05/19","","","10.1007/s11307-019-01371-0"
"33255728","Oral Antioxidant Vitamins and Magnesium Limit Noise-Induced Hearing Loss by Promoting Sensory Hair Cell Survival: Role of Antioxidant Enzymes and Apoptosis Genes","Alvarado JC, Fuentes-Santamaría V, Melgar-Rojas P, Gabaldón-Ull MC, Cabanes-Sanchis JJ, Juiz JM.","Antioxidants (Basel). 2020 Nov 25;9(12):1177. doi: 10.3390/antiox9121177.","Alvarado JC","Antioxidants (Basel)","2020","2020/12/01","PMC7761130","","10.3390/antiox9121177"
"34321993","Disrupted Topological Organization in White Matter Networks in Unilateral Sudden Sensorineural Hearing Loss","Zou Y, Ma H, Liu B, Li D, Liu D, Wang X, Wang S, Fan W, Han P.","Front Neurosci. 2021 Jul 12;15:666651. doi: 10.3389/fnins.2021.666651. eCollection 2021.","Zou Y","Front Neurosci","2021","2021/07/29","PMC8312563","","10.3389/fnins.2021.666651"
"38473985","Cochlear Ribbon Synapses in Aged Gerbils","Bovee S, Klump GM, Pyott SJ, Sielaff C, Köppl C.","Int J Mol Sci. 2024 Feb 27;25(5):2738. doi: 10.3390/ijms25052738.","Bovee S","Int J Mol Sci","2024","2024/03/13","PMC10931817","","10.3390/ijms25052738"
"16033895","Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea","Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK.","J Neurosci. 2005 Jul 20;25(29):6857-68. doi: 10.1523/JNEUROSCI.0123-05.2005.","Hossain WA","J Neurosci","2005","2005/07/22","PMC1378182","NIHMS7469","10.1523/JNEUROSCI.0123-05.2005"
"28253695","Characterizing the binaural contribution to speech-in-noise reception in elderly hearing-impaired listeners","Neher T.","J Acoust Soc Am. 2017 Feb;141(2):EL159. doi: 10.1121/1.4976327.","Neher T","J Acoust Soc Am","2017","2017/03/04","","","10.1121/1.4976327"
"37584075","Cochlear aging disrupts the correlation between spontaneous rate- and sound-level coding in auditory nerve fibers","Heeringa AN, Teske F, Ashida G, Köppl C.","J Neurophysiol. 2023 Sep 1;130(3):736-750. doi: 10.1152/jn.00090.2023. Epub 2023 Aug 16.","Heeringa AN","J Neurophysiol","2023","2023/08/16","","","10.1152/jn.00090.2023"
"35566935","Medical-Grade Silicone Rubber-Hydrogel-Composites for Modiolar Hugging Cochlear Implants","Yilmaz-Bayraktar S, Foremny K, Kreienmeyer M, Warnecke A, Doll T.","Polymers (Basel). 2022 Apr 26;14(9):1766. doi: 10.3390/polym14091766.","Yilmaz-Bayraktar S","Polymers (Basel)","2022","2022/05/14","PMC9103165","","10.3390/polym14091766"
"28253641","Sensorineural hearing loss enhances auditory sensitivity and temporal integration for amplitude modulation","Wallaert N, Moore BC, Ewert SD, Lorenzi C.","J Acoust Soc Am. 2017 Feb;141(2):971. doi: 10.1121/1.4976080.","Wallaert N","J Acoust Soc Am","2017","2017/03/04","","","10.1121/1.4976080"
"29867654","Exploring the Link Between Cognitive Abilities and Speech Recognition in the Elderly Under Different Listening Conditions","Nuesse T, Steenken R, Neher T, Holube I.","Front Psychol. 2018 May 11;9:678. doi: 10.3389/fpsyg.2018.00678. eCollection 2018.","Nuesse T","Front Psychol","2018","2018/06/06","PMC5968383","","10.3389/fpsyg.2018.00678"
"38010629","Does experience with hearing aid amplification influence electrophysiological measures of speech comprehension?","Deshpande P, Brandt C, Debener S, Neher T.","Int J Audiol. 2023 Nov 27:1-10. doi: 10.1080/14992027.2023.2284675. Online ahead of print.","Deshpande P","Int J Audiol","2023","2023/11/27","","","10.1080/14992027.2023.2284675"
"20386946","CD44 is a marker for the outer pillar cells in the early postnatal mouse inner ear","Hertzano R, Puligilla C, Chan SL, Timothy C, Depireux DA, Ahmed Z, Wolf J, Eisenman DJ, Friedman TB, Riazuddin S, Kelley MW, Strome SE.","J Assoc Res Otolaryngol. 2010 Sep;11(3):407-18. doi: 10.1007/s10162-010-0211-x. Epub 2010 Apr 13.","Hertzano R","J Assoc Res Otolaryngol","2010","2010/04/14","PMC2914240","","10.1007/s10162-010-0211-x"
"37869508","Editorial: Auditory perception and phantom perception in brains, minds and machines","Schilling A, Schaette R, Sedley W, Gerum RC, Maier A, Krauss P.","Front Neurosci. 2023 Oct 6;17:1293552. doi: 10.3389/fnins.2023.1293552. eCollection 2023.","Schilling A","Front Neurosci","2023","2023/10/23","PMC10588478","","10.3389/fnins.2023.1293552"
"27416740","Disability of Hearing Impairment Is Positively Associated With Urine Albumin/Creatinine Ratio in Korean Adults: The 2011-2012 Korea National Health and Nutrition Examination Survey","Kim YS, Lee DH, Chae HS, Lee TK, Sohn TS, Jeong SC, Kim HY, Lee JI, Song JY, Yeo CD, Lee YB, Ahn HS, Hong M, Han K.","Clin Exp Otorhinolaryngol. 2016 Sep;9(3):212-9. doi: 10.21053/ceo.2015.01368. Epub 2016 Jul 2.","Kim YS","Clin Exp Otorhinolaryngol","2016","2016/07/16","PMC4996098","","10.21053/ceo.2015.01368"
"25365995","Clarin-1 acts as a modulator of mechanotransduction activity and presynaptic ribbon assembly","Ogun O, Zallocchi M.","J Cell Biol. 2014 Nov 10;207(3):375-91. doi: 10.1083/jcb.201404016. Epub 2014 Nov 3.","Ogun O","J Cell Biol","2014","2014/11/05","PMC4226736","","10.1083/jcb.201404016"
"33746881","Applications of Multivariate Statistical and Data Mining Analyses to the Search for Biomarkers of Sensorineural Hearing Loss, Tinnitus, and Vestibular Dysfunction","Smith PF, Zheng Y.","Front Neurol. 2021 Mar 3;12:627294. doi: 10.3389/fneur.2021.627294. eCollection 2021.","Smith PF","Front Neurol","2021","2021/03/22","PMC7966509","","10.3389/fneur.2021.627294"
"37720089","En route to sound coding strategies for optical cochlear implants","Khurana L, Harczos T, Moser T, Jablonski L.","iScience. 2023 Aug 25;26(10):107725. doi: 10.1016/j.isci.2023.107725. eCollection 2023 Oct 20.","Khurana L","iScience","2023","2023/09/18","PMC10502376","","10.1016/j.isci.2023.107725"
"37465419","Concept and considerations of a medical device: the active noise cancelling incubator","Jaschke AC, Bos AF.","Front Pediatr. 2023 Jul 3;11:1187815. doi: 10.3389/fped.2023.1187815. eCollection 2023.","Jaschke AC","Front Pediatr","2023","2023/07/19","PMC10350684","","10.3389/fped.2023.1187815"
"27301846","Optoacoustic effect is responsible for laser-induced cochlear responses","Kallweit N, Baumhoff P, Krueger A, Tinne N, Kral A, Ripken T, Maier H.","Sci Rep. 2016 Jun 15;6:28141. doi: 10.1038/srep28141.","Kallweit N","Sci Rep","2016","2016/06/16","PMC4908384","","10.1038/srep28141"
"34014416","Visual Influences on Auditory Behavioral, Neural, and Perceptual Processes: A Review","Opoku-Baah C, Schoenhaut AM, Vassall SG, Tovar DA, Ramachandran R, Wallace MT.","J Assoc Res Otolaryngol. 2021 Jul;22(4):365-386. doi: 10.1007/s10162-021-00789-0. Epub 2021 May 20.","Opoku-Baah C","J Assoc Res Otolaryngol","2021","2021/05/20","PMC8329114","","10.1007/s10162-021-00789-0"
"29631778","Concurrent gradients of ribbon volume and AMPA-receptor patch volume in cochlear afferent synapses on gerbil inner hair cells","Zhang L, Engler S, Koepcke L, Steenken F, Köppl C.","Hear Res. 2018 Jul;364:81-89. doi: 10.1016/j.heares.2018.03.028. Epub 2018 Apr 1.","Zhang L","Hear Res","2018","2018/04/11","","","10.1016/j.heares.2018.03.028"
"31244750","Anti-inflammatory and Oto-Protective Effect of the Small Heat Shock Protein Alpha B-Crystallin (HspB5) in Experimental Pneumococcal Meningitis","Erni ST, Fernandes G, Buri M, Perny M, Rutten RJ, van Noort JM, Senn P, Grandgirard D, Roccio M, Leib SL.","Front Neurol. 2019 Jun 10;10:570. doi: 10.3389/fneur.2019.00570. eCollection 2019.","Erni ST","Front Neurol","2019","2019/06/28","PMC6573805","","10.3389/fneur.2019.00570"
"22701772","Voxel-wise analysis of diffusion tensor imaging for clinical outcome of cochlear implantation: retrospective study","Chang Y, Lee HR, Paik JS, Lee KY, Lee SH.","Clin Exp Otorhinolaryngol. 2012 Apr;5 Suppl 1(Suppl 1):S37-42. doi: 10.3342/ceo.2012.5.S1.S37. Epub 2012 Apr 30.","Chang Y","Clin Exp Otorhinolaryngol","2012","2012/06/16","PMC3369980","","10.3342/ceo.2012.5.S1.S37"
"29853311","Electrical stimulation of the midbrain excites the auditory cortex asymmetrically","Quass GL, Kurt S, Hildebrandt KJ, Kral A.","Brain Stimul. 2018 Sep-Oct;11(5):1161-1174. doi: 10.1016/j.brs.2018.05.009. Epub 2018 May 17.","Quass GL","Brain Stimul","2018","2018/06/02","","","10.1016/j.brs.2018.05.009"
"35663555","Aberrant Functional Network of Small-World in Sudden Sensorineural Hearing Loss With Tinnitus","Hua JC, Xu XM, Xu ZG, Xu JJ, Hu JH, Xue Y, Wu Y.","Front Neurosci. 2022 May 19;16:898902. doi: 10.3389/fnins.2022.898902. eCollection 2022.","Hua JC","Front Neurosci","2022","2022/06/06","PMC9160300","","10.3389/fnins.2022.898902"
"34624637","Glucose hypometabolism in the Auditory Pathway in Age Related Hearing Loss in the ADNI cohort","Zainul Abidin FN, Scelsi MA, Dawson SJ, Altmann A; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage Clin. 2021;32:102823. doi: 10.1016/j.nicl.2021.102823. Epub 2021 Sep 21.","Zainul Abidin FN","Neuroimage Clin","2021","2021/10/08","PMC8503577","","10.1016/j.nicl.2021.102823"
"35757533","Intrinsic Noise Improves Speech Recognition in a Computational Model of the Auditory Pathway","Schilling A, Gerum R, Metzner C, Maier A, Krauss P.","Front Neurosci. 2022 Jun 8;16:908330. doi: 10.3389/fnins.2022.908330. eCollection 2022.","Schilling A","Front Neurosci","2022","2022/06/27","PMC9215117","","10.3389/fnins.2022.908330"
"34531717","Can Haptic Stimulation Enhance Music Perception in Hearing-Impaired Listeners?","Fletcher MD.","Front Neurosci. 2021 Aug 31;15:723877. doi: 10.3389/fnins.2021.723877. eCollection 2021.","Fletcher MD","Front Neurosci","2021","2021/09/17","PMC8439542","","10.3389/fnins.2021.723877"
"29381431","Automated High-Throughput Damage Scoring of Zebrafish Lateral Line Hair Cells After Ototoxin Exposure","Philip RC, Rodriguez JJ, Niihori M, Francis RH, Mudery JA, Caskey JS, Krupinski E, Jacob A.","Zebrafish. 2018 Apr;15(2):145-155. doi: 10.1089/zeb.2017.1451. Epub 2018 Jan 30.","Philip RC","Zebrafish","2018","2018/01/31","","","10.1089/zeb.2017.1451"
"33776877","Endolymphatic Hydrops in Patients With Vestibular Migraine and Concurrent Meniere's Disease","Oh SY, Dieterich M, Lee BN, Boegle R, Kang JJ, Lee NR, Gerb J, Hwang SB, Kirsch V.","Front Neurol. 2021 Mar 11;12:594481. doi: 10.3389/fneur.2021.594481. eCollection 2021.","Oh SY","Front Neurol","2021","2021/03/29","PMC7991602","","10.3389/fneur.2021.594481"
"26615761","Induction of differentiation of human embryonic stem cells into functional hair-cell-like cells in the absence of stromal cells","Ding J, Tang Z, Chen J, Shi H, Chen J, Wang C, Zhang C, Li L, Chen P, Wang J.","Int J Biochem Cell Biol. 2016 Dec;81(Pt A):208-222. doi: 10.1016/j.biocel.2015.11.012. Epub 2015 Nov 23.","Ding J","Int J Biochem Cell Biol","2016","2015/12/01","","","10.1016/j.biocel.2015.11.012"
"37238234","Vertebrobasilar and Basilar Dolichoectasia Causing Audio-Vestibular Manifestations: A Case Series with a Brief Literature Review","Frosolini A, Fantin F, Caragli V, Franz L, Fermo S, Inches I, Lovato A, Genovese E, Marioni G, de Filippis C.","Diagnostics (Basel). 2023 May 16;13(10):1750. doi: 10.3390/diagnostics13101750.","Frosolini A","Diagnostics (Basel)","2023","2023/05/27","PMC10217288","","10.3390/diagnostics13101750"
"25605314","Exposure to acoustic stimuli promotes the development and differentiation of neural stem cells from the cochlear nuclei through the clusterin pathway","Xue T, Wei L, Zha DJ, Qiao L, Lu LJ, Chen FQ, Qiu JH.","Int J Mol Med. 2015 Mar;35(3):637-44. doi: 10.3892/ijmm.2015.2075. Epub 2015 Jan 21.","Xue T","Int J Mol Med","2015","2015/01/22","PMC4314421","","10.3892/ijmm.2015.2075"
"38450280","Protection from cisplatin-induced hearing loss with lentiviral vector-mediated ectopic expression of the anti-apoptotic protein BCL-XL","Nassauer L, Staecker H, Huang P, Renslo B, Goblet M, Harre J, Warnecke A, Schott JW, Morgan M, Galla M, Schambach A.","Mol Ther Nucleic Acids. 2024 Feb 19;35(1):102157. doi: 10.1016/j.omtn.2024.102157. eCollection 2024 Mar 12.","Nassauer L","Mol Ther Nucleic Acids","2024","2024/03/07","PMC10915631","","10.1016/j.omtn.2024.102157"
"38440660","Association Between Metabolic Syndrome and Hearing Impairment: a Study on 200 Subjects","Sahni D, Bhagat S, Bhatia L, Singh P, Chawla S, Kaur A.","Indian J Otolaryngol Head Neck Surg. 2024 Feb;76(1):262-267. doi: 10.1007/s12070-023-04138-w. Epub 2023 Aug 22.","Sahni D","Indian J Otolaryngol Head Neck Surg","2024","2024/03/05","PMC10909006","","10.1007/s12070-023-04138-w"
"25538547","Relating hearing loss and executive functions to hearing aid users' preference for, and speech recognition with, different combinations of binaural noise reduction and microphone directionality","Neher T.","Front Neurosci. 2014 Dec 4;8:391. doi: 10.3389/fnins.2014.00391. eCollection 2014.","Neher T","Front Neurosci","2014","2014/12/25","PMC4255521","","10.3389/fnins.2014.00391"
"31462337","The future of otology","Jackler RK, Jan TA.","J Laryngol Otol. 2019 Sep;133(9):747-758. doi: 10.1017/S0022215119001531. Epub 2019 Aug 29.","Jackler RK","J Laryngol Otol","2019","2019/08/30","","","10.1017/S0022215119001531"
"33915846","In Situ 3D-Imaging of the Inner Ear Synapses with a Cochlear Implant","Malfeld K, Armbrecht N, Volk HA, Lenarz T, Scheper V.","Life (Basel). 2021 Apr 1;11(4):301. doi: 10.3390/life11040301.","Malfeld K","Life (Basel)","2021","2021/04/30","PMC8066088","","10.3390/life11040301"
"38219249","Synergistic integration of Multi-View Brain Networks and advanced machine learning techniques for auditory disorders diagnostics","Ahmed MAO, Satar YA, Darwish EM, Zanaty EA.","Brain Inform. 2024 Jan 14;11(1):3. doi: 10.1186/s40708-023-00214-7.","Ahmed MAO","Brain Inform","2024","2024/01/14","PMC10788326","","10.1186/s40708-023-00214-7"
"32166026","Field-testing of a rapid survey method to assess the prevalence and causes of hearing loss in Gao'an, Jiangxi province, China","Bright T, Shan X, Xu J, Liang J, Xiao B, Ensink R, Mactaggart I, Polack S, Yip JLY.","Arch Public Health. 2020 Mar 6;78:16. doi: 10.1186/s13690-020-0398-1. eCollection 2020.","Bright T","Arch Public Health","2020","2020/03/14","PMC7059708","","10.1186/s13690-020-0398-1"
"30699050","Genes Involved in the Development and Physiology of Both the Peripheral and Central Auditory Systems","Michalski N, Petit C.","Annu Rev Neurosci. 2019 Jul 8;42:67-86. doi: 10.1146/annurev-neuro-070918-050428. Epub 2019 Jan 30.","Michalski N","Annu Rev Neurosci","2019","2019/01/31","","","10.1146/annurev-neuro-070918-050428"
"37034161","Resveratrol prevents hearing loss and a subregion specific- reduction of serotonin reuptake transporter induced by noise exposure in the central auditory system","Cheng LQ, Shu FQ, Zhang M, Kai YZ, Tang ZQ.","Front Neurosci. 2023 Mar 24;17:1134153. doi: 10.3389/fnins.2023.1134153. eCollection 2023.","Cheng LQ","Front Neurosci","2023","2023/04/10","PMC10080035","","10.3389/fnins.2023.1134153"
"36090867","Profiling hearing aid users through big data explainable artificial intelligence techniques","Iliadou E, Su Q, Kikidis D, Bibas T, Kloukinas C.","Front Neurol. 2022 Aug 26;13:933940. doi: 10.3389/fneur.2022.933940. eCollection 2022.","Iliadou E","Front Neurol","2022","2022/09/12","PMC9459083","","10.3389/fneur.2022.933940"
"36657469","PTSD is associated with self-perceived hearing handicap: An evaluation of comorbidities in Veterans with normal audiometric thresholds","Jedlicka D, Zhen L.","J Am Acad Audiol. 2023 Jan 19. doi: 10.1055/a-2015-8524. Online ahead of print.","Jedlicka D","J Am Acad Audiol","2023","2023/01/19","","","10.1055/a-2015-8524"
"38592318","Can Multifrequency Tympanometry Be Used in the Diagnosis of Meniere's Disease? A Systematic Review and Meta-Analysis","Tsilivigkos C, Vitkos EN, Ferekidis E, Warnecke A.","J Clin Med. 2024 Mar 4;13(5):1476. doi: 10.3390/jcm13051476.","Tsilivigkos C","J Clin Med","2024","2024/04/09","PMC10932169","","10.3390/jcm13051476"
"37638326","""Of mice and men"": the relevance of Cometin and Erythropoietin origin for its effects on murine spiral ganglion neuron survival and neurite outgrowth in vitro","Schwieger J, Gao Z, Lenarz T, Munro G, Petersen KA, Scheper V.","Front Neurosci. 2023 Aug 10;17:1224463. doi: 10.3389/fnins.2023.1224463. eCollection 2023.","Schwieger J","Front Neurosci","2023","2023/08/28","PMC10450246","","10.3389/fnins.2023.1224463"
"33488357","Overloaded Adeno-Associated Virus as a Novel Gene Therapeutic Tool for Otoferlin-Related Deafness","Rankovic V, Vogl C, Dörje NM, Bahader I, Duque-Afonso CJ, Thirumalai A, Weber T, Kusch K, Strenzke N, Moser T.","Front Mol Neurosci. 2021 Jan 7;13:600051. doi: 10.3389/fnmol.2020.600051. eCollection 2020.","Rankovic V","Front Mol Neurosci","2021","2021/01/25","PMC7817888","","10.3389/fnmol.2020.600051"
"35418829","Brain Morphological Modifications in Congenital and Acquired Auditory Deprivation: A Systematic Review and Coordinate-Based Meta-Analysis","Grégoire A, Deggouj N, Dricot L, Decat M, Kupers R.","Front Neurosci. 2022 Mar 28;16:850245. doi: 10.3389/fnins.2022.850245. eCollection 2022.","Grégoire A","Front Neurosci","2022","2022/04/14","PMC8995770","","10.3389/fnins.2022.850245"
"29255404","Loss of CIB2 Causes Profound Hearing Loss and Abolishes Mechanoelectrical Transduction in Mice","Wang Y, Li J, Yao X, Li W, Du H, Tang M, Xiong W, Chai R, Xu Z.","Front Mol Neurosci. 2017 Dec 4;10:401. doi: 10.3389/fnmol.2017.00401. eCollection 2017.","Wang Y","Front Mol Neurosci","2017","2017/12/20","PMC5722843","","10.3389/fnmol.2017.00401"
"34861441","Auditory evoked potential in stranded melon-headed whales (Peponocephala electra): With severe hearing loss and possibly caused by anthropogenic noise pollution","Wang ZT, Supin AY, Akamatsu T, Duan PX, Yang YN, Wang KX, Wang D.","Ecotoxicol Environ Saf. 2021 Nov 30;228:113047. doi: 10.1016/j.ecoenv.2021.113047. Online ahead of print.","Wang ZT","Ecotoxicol Environ Saf","2021","2021/12/03","","","10.1016/j.ecoenv.2021.113047"
"36566642","Universal automated classification of the acoustic startle reflex using machine learning","Fawcett TJ, Longenecker RJ, Brunelle DL, Berger JI, Wallace MN, Galazyuk AV, Rosen MJ, Salvi RJ, Walton JP.","Hear Res. 2023 Feb;428:108667. doi: 10.1016/j.heares.2022.108667. Epub 2022 Dec 15.","Fawcett TJ","Hear Res","2023","2022/12/25","PMC10734095","NIHMS1860728","10.1016/j.heares.2022.108667"
"38516318","MRI Screening in Vestibular Schwannoma: A Deep Learning-based Analysis of Clinical and Audiometric Data","Kortebein S, Gu S, Dai K, Zhao E, Riska K, Kaylie D, Hoa M.","Otol Neurotol Open. 2023 Mar 9;3(1):e028. doi: 10.1097/ONO.0000000000000028. eCollection 2023 Mar.","Kortebein S","Otol Neurotol Open","2023","2024/03/22","PMC10950172","","10.1097/ONO.0000000000000028"
"32883545","Late electrically-evoked compound action potentials as markers for acute micro-lesions of spiral ganglion neurons","Konerding W, Arenberg JG, Kral A, Baumhoff P.","Hear Res. 2022 Jan;413:108057. doi: 10.1016/j.heares.2020.108057. Epub 2020 Aug 18.","Konerding W","Hear Res","2022","2020/09/05","","","10.1016/j.heares.2020.108057"
