language,keywords,note,year,url,publisher,author,title,ENTRYTYPE,ID,contributor,howpublished
{EN},{audiometry},"{Source: Diagnostics; Volume 13; Issue 3; Pages: 575 ; Description: Multidisciplinary Digital Publishing Institute ; This study uses machine learning to perform the hearing test (audiometry) processes autonomously with EEG signals. Sounds with different amplitudes and wavelengths given to the person tested in standard hearing tests are assigned randomly with the interface designed with MATLAB GUI. The person stated that he heard the random size sounds he listened to with headphones but did not take action if he did not hear them. Simultaneously, EEG (electro-encephalography) signals were followed, and the waves created in the brain by the sounds that the person attended and did not hear were recorded. EEG data generated at the end of the test were pre-processed, and then feature extraction was performed. The heard and unheard information received from the MATLAB interface was combined with the EEG signals, and it was determined which sounds the person heard and which they did not hear. During the waiting period between the sounds given via the interface, no sound was given to the person. Therefore, these times are marked as not heard in EEG signals. In this study, brain signals were measured with Brain Products Vamp 16 EEG device, and then EEG raw data were created using the Brain Vision Recorder program and MATLAB. After the data set was created from the signal data produced by the heard and unheard sounds in the brain, machine learning processes were carried out with the PYTHON programming language. The raw data created with MATLAB was taken with the Python programming language, and after the pre-processing steps were completed, machine learning methods were applied to the classification algorithms. Each raw EEG data has been detected by the Count Vectorizer method. The importance of each EEG signal in all EEG data has been calculated using the TF-IDF (Term Frequency-Inverse Document Frequency) method. The obtained dataset has been classified according to whether people can hear the sound. Na{\""\i}ve Bayes, Light Gradient Strengthening Machine (LGBM), support vector machine (SVM), decision tree, k-NN, logistic regression, and ...}",2023,https://doi.org/10.3390/diagnostics13030575,,"Mustafa K{\""u}{\c c}{\""u}kakarsu AND Ahmet Kavsao{\u g}lu AND Fayadh Alenezi AND Adi Alhudhaif AND Raghad Alwadie AND Kemal Polat",{A Novel Automatic Audiometric System Design Based on Machine Learning Methods Using the Brain{\textquoteright}s Electrical Activity Signals},misc,a130ef7b327a2975a262bd6064ede2e76e88cfda3c677ec28bea9e493efc01cb,,
{EN},{audiometry},"{Source: Diagnostics, Vol 13, Iss 3, p 575 (2023) ; Description: This study uses machine learning to perform the hearing test (audiometry) processes autonomously with EEG signals. Sounds with different amplitudes and wavelengths given to the person tested in standard hearing tests are assigned randomly with the interface designed with MATLAB GUI. The person stated that he heard the random size sounds he listened to with headphones but did not take action if he did not hear them. Simultaneously, EEG (electro-encephalography) signals were followed, and the waves created in the brain by the sounds that the person attended and did not hear were recorded. EEG data generated at the end of the test were pre-processed, and then feature extraction was performed. The heard and unheard information received from the MATLAB interface was combined with the EEG signals, and it was determined which sounds the person heard and which they did not hear. During the waiting period between the sounds given via the interface, no sound was given to the person. Therefore, these times are marked as not heard in EEG signals. In this study, brain signals were measured with Brain Products Vamp 16 EEG device, and then EEG raw data were created using the Brain Vision Recorder program and MATLAB. After the data set was created from the signal data produced by the heard and unheard sounds in the brain, machine learning processes were carried out with the PYTHON programming language. The raw data created with MATLAB was taken with the Python programming language, and after the pre-processing steps were completed, machine learning methods were applied to the classification algorithms. Each raw EEG data has been detected by the Count Vectorizer method. The importance of each EEG signal in all EEG data has been calculated using the TF-IDF (Term Frequency-Inverse Document Frequency) method. The obtained dataset has been classified according to whether people can hear the sound. Na{\""\i}ve Bayes, Light Gradient Strengthening Machine (LGBM), support vector machine (SVM), decision tree, k-NN, logistic regression, and ...}",2023,https://doi.org/10.3390/diagnostics13030575,{MDPI AG},"Mustafa K{\""u}{\c c}{\""u}kakarsu AND Ahmet Re{\c s}it Kavsao{\u g}lu AND Fayadh Alenezi AND Adi Alhudhaif AND Raghad Alwadie AND Kemal Polat",{A Novel Automatic Audiometric System Design Based on Machine Learning Methods Using the Brain{\textquoteright}s Electrical Activity Signals},article,48ed6b9c4955f70d9a38f2cbf565b42bc38bc8acf588e44c54cd706d6b9f7959,,
{eng},{Audiometry},"{Description: The authors extend their appreciation to the Deputyship for Research \& Innovation, Ministry of Education in Saudi Arabia for funding this research work through project number 223202. ; This study uses machine learning to perform the hearing test (audiometry) processes autonomously with EEG signals. Sounds with different amplitudes and wavelengths given to the person tested in standard hearing tests are assigned randomly with the interface designed with MATLAB GUI. The person stated that he heard the random size sounds he listened to with headphones but did not take action if he did not hear them. Simultaneously, EEG (electro-encephalography) signals were followed, and the waves created in the brain by the sounds that the person attended and did not hear were recorded. EEG data generated at the end of the test were pre-processed, and then feature extraction was performed. The heard and unheard information received from the MATLAB interface was combined with the EEG signals, and it was determined which sounds the person heard and which they did not hear. During the waiting period between the sounds given via the interface, no sound was given to the person. Therefore, these times are marked as not heard in EEG signals. In this study, brain signals were measured with Brain Products Vamp 16 EEG device, and then EEG raw data were created using the Brain Vision Recorder program and MATLAB. After the data set was created from the signal data produced by the heard and unheard sounds in the brain, machine learning processes were carried out with the PYTHON programming language. The raw data created with MATLAB was taken with the Python programming language, and after the pre-processing steps were completed, machine learning methods were applied to the classification algorithms. Each raw EEG data has been detected by the Count Vectorizer method. The importance of each EEG signal in all EEG data has been calculated using the TF-IDF (Term Frequency-Inverse Document Frequency) method. The obtained dataset has been ...}",2023,https://hdl.handle.net/20.500.12491/11664,{MDPI},"K{\""u}{\c c}{\""u}kakarsu, Mustafa AND Kavsao{\u g}lu, Ahmet Re{\c s}it AND Alenezi, Fayadh AND Alhudhaif, Adi AND Alwadie, Raghad AND Polat, Kemal",{A novel automatic audiometric system design based on machine learning methods using the brain{\textquoteright}s electrical activity signals},article,9e5f9bd2d61368b238f97e3cc1706cf94ae99d6fb1904e0276019ae4cedc242c,"{BA{\.I}B{\""U}, M{\""u}hendislik Fak{\""u}ltesi, Elektrik Elektronik M{\""u}hendisli{\u g}i B{\""o}l{\""u}m{\""u}}",
{en},{Digital Health},"{Source: Front Digit Health ; Description: Frontiers Media S.A. ; Even before the COVID-19 pandemic, there was mounting interest in remote testing solutions for audiology. The ultimate goal of such work was to improve access to hearing healthcare for individuals that might be unable or reluctant to seek audiological help in a clinic. In 2015, Diane Van Tasell patented a method for measuring an audiogram when the precise signal level was unknown (patent US 8,968,209 B2). In this method, the slope between pure-tone thresholds measured at 2 and 4 kHz is calculated and combined with questionnaire information in order to reconstruct the most likely audiograms from a database of options. An approach like the Van Tasell method is desirable because it is quick and feasible to do in a patient{\textquoteright}s home where exact stimulus levels are unknown. The goal of the present study was to use machine learning to assess the effectiveness of such audiogram-estimation methods. The National Health and Nutrition Examination Survey (NHANES), a database of audiologic and demographic information, was used to train and test several machine learning algorithms. Overall, 9,256 cases were analyzed. Audiometric data were classified using the Wisconsin Age-Related Hearing Impairment Classification Scale (WARHICS), a method that places hearing loss into one of eight categories. Of the algorithms tested, a random forest machine learning algorithm provided the best fit with only a few variables: the slope between 2 and 4 kHz; gender; age; military experience; and self-reported hearing ability. Using this method, 54.79\% of the individuals were correctly classified, 34.40\% were predicted to have a milder loss than measured, and 10.82\% were predicted to have a more severe loss than measured. Although accuracy was low, it is unlikely audibility would be severely affected if classifications were used to apply gains. Based on audibility calculations, underamplification still provided sufficient gain to achieve ~95\% correct (Speech Intelligibility Index >= 0.45) for sentence materials for 88\% of individuals. Fewer than 1\% ...}",2021,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8521948/,,"Ellis, Gregory M. AND Souza, Pamela E.",{Using Machine Learning and the National Health and Nutrition Examination Survey to Classify Individuals With Hearing Loss},misc,56087d4067b7941b2926124e5012adbae88b46684fe2f9bffcaa605ae9c8311f,,
,,"{Source: Frontiers in Digital Health ; volume 3 ; ISSN 2673-253X ; Description: Even before the COVID-19 pandemic, there was mounting interest in remote testing solutions for audiology. The ultimate goal of such work was to improve access to hearing healthcare for individuals that might be unable or reluctant to seek audiological help in a clinic. In 2015, Diane Van Tasell patented a method for measuring an audiogram when the precise signal level was unknown (patent US 8,968,209 B2). In this method, the slope between pure-tone thresholds measured at 2 and 4 kHz is calculated and combined with questionnaire information in order to reconstruct the most likely audiograms from a database of options. An approach like the Van Tasell method is desirable because it is quick and feasible to do in a patient{\textquoteright}s home where exact stimulus levels are unknown. The goal of the present study was to use machine learning to assess the effectiveness of such audiogram-estimation methods. The National Health and Nutrition Examination Survey (NHANES), a database of audiologic and demographic information, was used to train and test several machine learning algorithms. Overall, 9,256 cases were analyzed. Audiometric data were classified using the Wisconsin Age-Related Hearing Impairment Classification Scale (WARHICS), a method that places hearing loss into one of eight categories. Of the algorithms tested, a random forest machine learning algorithm provided the best fit with only a few variables: the slope between 2 and 4 kHz; gender; age; military experience; and self-reported hearing ability. Using this method, 54.79\% of the individuals were correctly classified, 34.40\% were predicted to have a milder loss than measured, and 10.82\% were predicted to have a more severe loss than measured. Although accuracy was low, it is unlikely audibility would be severely affected if classifications were used to apply gains. Based on audibility calculations, underamplification still provided sufficient gain to achieve ~95\% correct (Speech Intelligibility Index >= 0.45) for sentence materials for 88\% of individuals. Fewer than 1\% ...}",2021,http://dx.doi.org/10.3389/fdgth.2021.723533,{Frontiers Media SA},"Ellis, Gregory M. AND Souza, Pamela E.",{Using Machine Learning and the National Health and Nutrition Examination Survey to Classify Individuals With Hearing Loss},article,71f53cf12a84fbd64dccb4e04cd1bb511fcbff4d78a11b328cdf8db813734991,{National Institute on Deafness and Other Communication Disorders},
,,"{Description: We propose a machine learning (ML)-based model for predicting cochlear dead regions (DRs) in patients with hearing loss of various etiologies. Five hundred and fifty-five ears from 380 patients (3,770 test samples) diagnosed with sensorineural hearing loss (SNHL) were analyzed. A threshold-equalizing noise (TEN) test was applied to detect the presence of DRs. Data were collected on sex, age, side of the affected ear, hearing loss etiology, word recognition scores (WRS), and pure-tone thresholds at each frequency. According to the cause of hearing loss as diagnosed by the physician, we categorized the patients into six groups: 1) SNHL with unknown etiology; 2) sudden sensorineural hearing loss (SSNHL); 3) vestibular schwannoma (VS); 4) Meniere{\textquoteright}s disease (MD); 5) noise-induced hearing loss (NIHL); or 6) presbycusis or age-related hearing loss (ARHL). To develop a predictive model, we performed recursive partitioning and regression for classification, logistic regression, and random forest. The overall prevalence of one or more DRs in test ears was 20.36\% (113 ears). Among the 3,770 test samples, the overall frequency-specific prevalence of DR was 6.7\%. WRS, pure-tone thresholds at each frequency, disease type (VS or MD), and frequency information were useful for predicting DRs. Sex and age were not associated with detecting DRs. Based on these results, we suggest possible predictive factors for determining the presence of DRs. To improve the predictive power of the model, a more flexible model or more clinical features, such as the duration of hearing loss or risk factors for developing DRs, may be needed.}",,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217790,,Young-Soo Chang AND Heesung Park AND Sung Hwa Hong AND Won-Ho Chung AND Yang-Sun Cho AND Il Joon Moon,{Predicting cochlear dead regions in patients with hearing loss through a machine learning-based approach: A preliminary study},article,9b72721e3ab9864fb0d6b2fa2056df8fb2d01bdc75c91724abdea5243563029e,,
,{Interdisciplinary sciences},"{Description: This is the Supporting Datasets for the manuscript ""Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants"" by Luo et al in EBiomedicine . The two data sets were processed sequencing data, of which the Discovery Set was from the medical records and the Validation Set was from the Disabled Persons{\textquoteright} Federation. PS: No mutations found were indicated by 0, heterozygous mutations by 1, and homozygous mutations by 2}",2021,http://nbn-resolving.org/urn:nbn:nl:ui:13-d4-z19p,,"luo, X (via Mendeley Data)","{Data for: Machine learning-based genetic diagnosis models for hereditary hearing loss by the GJB2, SLC26A4 and MT-RNR1 variants}",misc,69e9300ac278907c26e2e96ca8f63e1b87f054c8b9457e5b9b655456b683982f,,
{eng},{Technology and Engineering},"{Source: 2022 ARO, the 45th Annual MidWinter Meeting, Abstract book}",2022,https://biblio.ugent.be/publication/8758193,,"Wouters, Marjoleen AND Drakopoulos, Fotios AND Verhulst, Sarah",{Learning from model-based approaches for hearing loss compensation : which speech features are enhanced in machine-learning-based audio algorithms for cochlear synaptopathy compensation?},proceedings,49362aad4b252cf7ba38edc766634a5a6598a416f2feee26704d5db029e17983,,
,{WN Radiology. Diagnostic Imaging},"{Description: Objectives: Immediately or after head-and-neck (H\&N) cancer chemoradiotherapy (CRT), patients may undergone significant sensorineural hearing loss (SNHL) which could affect their quality of life. Radiomic feature analysis is proposed to predict SNHL induced by CRT. Material and methods: 490 image features of 94 cochlea from 47 patients treated with three dimensional conformal RT (3DCRT) for different H\&N cancers were extracted from CT images. Different machine learning (ML) algorithms and also least absolute shrinkage and selection operator (LASSO) penalized logistic regression were implemented on radiomic features for feature selection, classification and prediction. Also, LASSO penalized logistic model was used for outcome modelling. Results: The predictive power of ten ML methods was more than 70 (in accuracy, precision and area under the curve of receiver operating characteristic curve (AUC)). According to the LASSO penalized logistic modelling, 10 of the 490 radiomic features selected as the associated features with SNHL status. All of the 10 features were statistically associated with SNHL (all of adjusted P-values <.001). Conclusion: CT radiomic analysis proposed in this study, could help in the prediction of hearing loss induced by chemoradiation. Our study also, demonstrates that combination of radiomic features with clinical and dosimetric variables can model radiotherapy outcome such as SNHL. {\^A}{\textcopyright} 2017 Associazione Italiana di Fisica Medica}",2018,http://eprints.iums.ac.ir/5971/,,"Abdollahi, H. AND Mostafaei, S. AND Cheraghi, S. AND Shiri, I. AND Rabi Mahdavi, S. AND Kazemnejad, A.",{Cochlea CT radiomics predicts chemoradiotherapy induced sensorineural hearing loss in head and neck cancer patients: A machine learning and multi-variable modelling study},article,c47240dfa796c93d719ebda1321bb3d819ffb96eb482da42ad1e6e04565cd18d,,
,,"{Description: Objectives: Immediately or after head-and-neck (H\&N) cancer chemoradiotherapy (CRT), patients may undergone significant sensorineural hearing loss (SNHL) which could affect their quality of life. Radiomic feature analysis is proposed to predict SNHL induced by CRT. Material and methods: 490 image features of 94 cochlea from 47 patients treated with three dimensional conformal RT (3DCRT) for different H\&N cancers were extracted from CT images. Different machine learning (ML) algorithms and also least absolute shrinkage and selection operator (LASSO) penalized logistic regression were implemented on radiomic features for feature selection, classification and prediction. Also, LASSO penalized logistic model was used for outcome modelling. Results: The predictive power of ten ML methods was more than 70 (in accuracy, precision and area under the curve of receiver operating characteristic curve (AUC)). According to the LASSO penalized logistic modelling, 10 of the 490 radiomic features selected as the associated features with SNHL status. All of the 10 features were statistically associated with SNHL (all of adjusted P-values <.001). Conclusion: CT radiomic analysis proposed in this study, could help in the prediction of hearing loss induced by chemoradiation. Our study also, demonstrates that combination of radiomic features with clinical and dosimetric variables can model radiotherapy outcome such as SNHL. {\^A}{\textcopyright} 2017 Associazione Italiana di Fisica Medica}",2018,http://eprints.iums.ac.ir/876/,,"Abdollahi, H. AND Mostafaei, S. AND Cheraghi, S. AND Shiri, I. AND Rabi Mahdavi, S. AND Kazemnejad, A.",{Cochlea CT radiomics predicts chemoradiotherapy induced sensorineural hearing loss in head and neck cancer patients: A machine learning and multi-variable modelling study},article,f85ca15a124815ffab83a85f692077eea8343661273082b0e0108bac547085d4,,
{en},{General Physics and Astronomy},"{Source: Physica Medica ; volume 45, page 192-197 ; ISSN 1120-1797}",2018,http://dx.doi.org/10.1016/j.ejmp.2017.10.008,{Elsevier BV},"Abdollahi, Hamid AND Mostafaei, Shayan AND Cheraghi, Susan AND Shiri, Isaac AND Rabi Mahdavi, Seied AND Kazemnejad, Anoshirvan",{Cochlea CT radiomics predicts chemoradiotherapy induced sensorineural hearing loss in head and neck cancer patients: A machine learning and multi-variable modelling study},article,f6b57b70941b281ac41cd0eb83180fca1d9f94d314a4d85add64529e00fed64c,,
,{Otorhinolaryngology},"{Description: SAGE Journals ; Supplemental material, sj-csv-3-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417417.v1,,"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-csv-3-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},misc,371db69a454e721d442e213e4b3dc75b709d666dbe3a813188483f45b474dc91,,
,{Otorhinolaryngology},"{Description: Supplemental material, sj-docx-1-aor-10.1177_00034894231206902 for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review by Amirhossein Aghakhani, Milad Yousefi and Mir Saeed Yekaninejad in Annals of Otology, Rhinology \& Laryngology ...}",2023,https://dx.doi.org/10.25384/sage.24417420.v1,{SAGE Journals},"Aghakhani, Amirhossein AND Yousefi, Milad AND Yekaninejad, Mir Saeed",{sj-docx-1-aor-10.1177_00034894231206902 {\textendash} Supplemental material for Machine Learning Models for Predicting Sudden Sensorineural Hearing Loss Outcome: A Systematic Review ...},article,85c675b9e9e28c9438c9447f003400eaeb78158e611d640dbc8b5984dbb037d0,,
