author,title,abstract,date,search_term
https://github.com/Alexandre-Caldeira,detection-theory-101,"# detection-theory-101

[![wakatime](https://wakatime.com/badge/user/5004c81a-62a7-4721-a885-32654543b047/project/fc33359e-c76b-42c8-895e-81b68cf0c61e.svg)](https://wakatime.com/badge/user/5004c81a-62a7-4721-a885-32654543b047/project/fc33359e-c76b-42c8-895e-81b68cf0c61e)

> **[MOST RECENT RESULTS](https://htmlpreview.github.io/?https://github.com/Alexandre-Caldeira/detection-theory-101/blob/gh-pages/main.html)**

Python notebooks I used for active learning / test stuff out while learning statistical signal processing.

Mostly data viz from Monte Carlo simulations of Multivariate Objective Response Detection algorithms, like this:

![](https://github.com/Alexandre-Caldeira/detection-theory-101/blob/main/res/visualizacao_MSC_singleshot-python.png)

![](https://raw.githubusercontent.com/Alexandre-Caldeira/detection-theory-101/main/rd_viz.png)",2023,audiometry
https://github.com/soundsaved,SoundSaved,None,2015,audiometry
https://github.com/alextongue,audiogram-filtbank,None,2020,audiometry
https://github.com/selmon1,VA-Audiology-App,"# NCRAR Tinnitus Research System
A web application built for the staffs of NCRAR to aid them in research and to better serve patients who are suffering from tinnitus.

Featuring the following frameworks:
> An Angular starter kit featuring
[Angular 4](https://angular.io),
[Ahead of Time Compile](https://angular.io/docs/ts/latest/cookbook/aot-compiler.html), [Router](https://angular.io/docs/ts/latest/guide/router.html), [Forms](https://angular.io/docs/ts/latest/guide/forms.html),
[Http](https://angular.io/docs/ts/latest/guide/server-communication.html),
[Services](https://gist.github.com/gdi2290/634101fec1671ee12b3e#_follow_@AngularClass_on_twitter),
[Tests](https://angular.io/docs/ts/latest/guide/testing.html), [E2E](https://angular.github.io/protractor/#/faq#what-s-the-difference-between-karma-and-protractor-when-do-i-use-which-)),
[Karma](https://karma-runner.github.io/),
[Protractor](https://angular.github.io/protractor/),
[Jasmine](https://github.com/jasmine/jasmine),
[Istanbul](https://github.com/gotwarlost/istanbul),
[TypeScript](http://www.typescriptlang.org/),
[@types](https://www.npmjs.com/~types),
[TsLint](http://palantir.github.io/tslint/),
[Codelyzer](https://github.com/mgechev/codelyzer),
[Hot Module Replacement](https://webpack.github.io/docs/hot-module-replacement-with-webpack.html), and
[Webpack 2](http://webpack.github.io/) by [AngularClass](https://angularclass.com).


## Getting Started

The following instruction will show you how to get the project running in your local environment for development and testing.

### Prerequisites
* [NodeJs LTS and Npm](https://nodejs.org/en/download/)
* [Git Bash](https://git-scm.com/downloads) for MacOS or  [TortoiseGit](https://tortoisegit.org/download/) for Windows

#### Optional TypeScript-aware editor

* [Webstorm 10](https://www.jetbrains.com/webstorm/download/)
* [Atom](https://atom.io/) with [TypeScript plugin](https://atom.io/packages/atom-typescript)

### Setting up Angular 4
After installing the Node.js and Npm you should be ready to clone our repository.
Open up Git Bash or Console and enter the following commands with administrator privilege
1. Clone the repo
```bash
# Make note of the directory location
git clone https://github.com/marissa-hagglund/VA-Audiology-Website.git
```
2. Go into the git repo directory
```bash
cd YOUR_REPO_LOCATION/VA-Audiology-Website
```
3. Install all the necessary packages with Npm
```bash
npm install -g node-pre-gyp
```
```bash
# This step may take longer
npm install
```
If you run into issues with node-sass when running ""npm install"" on MacOS,
try running this command first:
```bash
npm install node-sass
```

#### Starting the application locally
All the packages required for the project are now installed, you are now ready to run the application locally with the following commands:
```bash
# Be sure that you in the project directory first
npm start
```
Your default browser should open up the application. If not enter the following link into your browser.
```bash
http://localhost:3000/
```
#### Running Unit Tests
To run the unit tests, first change into your repo's directory and enter the following commands:
```bash
npm test
```
This will trigger lint to run first then all of the unit tests.
#### End-to-End Tests
Run protractor with the following commands
```bash
npm run protractor
```

## Configuration
Configuration files live in `config/` directory. We are currently using webpack, karma, and protractor for different stages of your application.  

### Adding external styling stylesheet
Any stylesheets (Sass or CSS) placed in the `src/styles` directory and imported into the project will automatically be compiled into an external `.css` and embedded in the production builds.

For example using Bootstrap as an external stylesheet:
1. Create a `styles.scss` file (name doesn't matter) in the `src/styles` directory.
2. Use `npm install` to install desired Bootstrap version
3. In `styles.scss` add `@import 'bootstrap/scss/bootstrap.scss';`
4. In `src/app/app.module.ts` add the import statements: `import '../styles/styles.scss';`

### Adding new components
New components can be added by using the following command:
```bash
ng generate component [your_compment_name]
```
This should generate all the necessary files in the `src\app\` folder.   
Be sure to add your component to `app.module.ts` file.   
Depending on the what you are working on, you will also need to add your component to the `declarations: [ ]` in `@NgModule`;

### Adding new module
New modules can be installed using Npm with the following command:   
```bash
npm install [package name]
```
Depending on the module, you may also need to add the module to `import: [ ]` and `export: [ ]` in `@NgModule`.   
You may still need to import in the module in the component that uses it.

## Contributing
Before creating Pull Request; all unit tests should be passing and coverage should be 100% and there should not be any lint errors.  After three the Pull Request has been approved by three people the it will be merged into master.

## Project Sponsor

<b>National Center for Rehabilitative Auditory Research (NCRAR) at the OHSU VA</b>   
Candice Manning    

<b>Portland State University Computers Science Department</b>   
Bart Massey

## Authors
Team Lead:
* Marcus Brambora

Team Members:
* Dan Corcoran
* Suleman Tarik
* Selmon Afzal
* Sam Cha
* Joe Sands
* Ryan Moore

## License
This project is licensed under the MIT License - see the [LICENSE.md](LICENSE.md) file for details

<!--

Commenting these out for now until we know more about deployment

```bash
# WINDOWS only. In terminal as administrator
npm install -g node-pre-gyp

# install the repo with npm
npm install

# start the server
npm start

# use Hot Module Replacement
npm run server:dev:hmr
```
go to [http://0.0.0.0:3000](http://0.0.0.0:3000) or [http://localhost:3000](http://localhost:3000) in your browser

### server
```bash
# development
npm run server
# production
npm run build:prod
npm run server:prod
```

## Other commands

### build files
```bash
# development
npm run build:dev
# production (jit)
npm run build:prod
# AoT
npm run build:aot
```

### hot module replacement
```bash
npm run server:dev:hmr
```

### watch and build files
```bash
npm run watch
```

### run unit tests
```bash
npm run test
```

### watch and run our tests
```bash
npm run watch:test
```

### run end-to-end tests
```bash
# update Webdriver (optional, done automatically by postinstall script)
npm run webdriver:update
# this will start a test server and launch Protractor
npm run e2e
```

### continuous integration (run unit tests and e2e tests together)
```bash
# this will test both your JIT and AoT builds
npm run ci
```

### run Protractor's elementExplorer (for end-to-end)
```bash
npm run e2e:live
```

### build Docker
```bash
npm run build:docker
```

## Docker

To run project you only need host machine with **operating system** with installed **git** (to clone this repo)
and [docker](https://www.docker.com/) and thats all - any other software is not needed
(other software like node.js etc. will be automatically downloaded and installed inside docker container during build step based on dockerfile).

### Install docker

#### MacOS:

`brew cask install docker`

And run docker by Mac bottom menu> launchpad > docker (on first run docker will ask you about password)

#### Ubuntu:

```
sudo apt-get update
sudo apt-key adv --keyserver hkp://p80.pool.sks-keyservers.net:80 --recv-keys 58118E89F3A912897C070ADBF76221572C52609D
sudo apt-add-repository 'deb https://apt.dockerproject.org/repo ubuntu-xenial main'
sudo apt-get update
apt-cache policy docker-engine
sudo apt-get install -y docker-engine
sudo systemctl status docker  # test:  shoud be ‘active’
```
And add your user to docker group (to avoid `sudo` before using `docker` command in future):
```
sudo usermod -aG docker $(whoami)
```
and logout and login again.

### Build image

Because *node.js* is big memory consumer you need 1-2GB RAM or virtual memory to build docker image
(it was successfully tested on machine with 512MB RAM + 2GB virtual memory - building process take 7min)

Go to main project folder. To build big (~280MB) image which has cached data and is able to **FAST** rebuild  
(this is good for testing or staging environment) type:

`docker build -t angular-starter .`

To build **SMALL** (~20MB) image without cache (so each rebuild will take the same amount of time as first build)
(this is good for production environment) type:

`docker build --squash=""true"" -t angular-starter .`

The **angular-starter** name used in above commands is only example image name.
To remove intermediate images created by docker on build process, type:

`docker rmi -f $(docker images -f ""dangling=true"" -q)`

### Run image

To run created docker image on [localhost:8080](localhost:8080) type (parameter `-p 8080:80` is host:container port mapping)

`docker run --name angular-starter -p 8080:80 angular-starter &`

And that's all, you can open browser and go to [localhost:8080](localhost:8080).

### Run image on sub-domain

If you want to run image as virtual-host on sub-domain you must setup [proxy](https://github.com/jwilder/nginx-proxy)
. You should install proxy and set sub-domain in this way:

 ```
 docker pull jwilder/nginx-proxy:alpine
 docker run -d -p 80:80 --name nginx-proxy -v /var/run/docker.sock:/tmp/docker.sock:ro jwilder/nginx-proxy:alpine
 ```

 And in your `/etc/hosts` file (linux) add line: `127.0.0.1 angular-starter.your-domain.com` or in yor hosting add
 folowing DNS record (wildchar `*` is handy because when you add new sub-domain in future, you don't need to touch/add any DNS record)

 ```
 Type: CNAME
 Hostname: *.your-domain.com
 Direct to: your-domain.com
 TTL(sec): 43200
 ```

And now you are ready to run image on subdomain by:

```
docker run -e VIRTUAL_HOST=angular-starter.your-domain.com --name angular-starter angular-starter &
```

### Login into docker container

`docker exec -t -i angular-starter /bin/bash`

## Netlify

You can quickly create a free site to get started using this
starter kit in production on [Netlify](https://www.netlify.com/):
-->",2023,audiology
https://github.com/marissa-hagglund,VA-Audiology-Website,"# NCRAR Tinnitus Research System
A web application built for the staffs of NCRAR to aid them in research and to better serve patients who are suffering from tinnitus.

Featuring the following frameworks:
> An Angular starter kit featuring
[Angular 4](https://angular.io),
[Ahead of Time Compile](https://angular.io/docs/ts/latest/cookbook/aot-compiler.html), [Router](https://angular.io/docs/ts/latest/guide/router.html), [Forms](https://angular.io/docs/ts/latest/guide/forms.html),
[Http](https://angular.io/docs/ts/latest/guide/server-communication.html),
[Services](https://gist.github.com/gdi2290/634101fec1671ee12b3e#_follow_@AngularClass_on_twitter),
[Tests](https://angular.io/docs/ts/latest/guide/testing.html), [E2E](https://angular.github.io/protractor/#/faq#what-s-the-difference-between-karma-and-protractor-when-do-i-use-which-)),
[Karma](https://karma-runner.github.io/),
[Protractor](https://angular.github.io/protractor/),
[Jasmine](https://github.com/jasmine/jasmine),
[Istanbul](https://github.com/gotwarlost/istanbul),
[TypeScript](http://www.typescriptlang.org/),
[@types](https://www.npmjs.com/~types),
[TsLint](http://palantir.github.io/tslint/),
[Codelyzer](https://github.com/mgechev/codelyzer),
[Hot Module Replacement](https://webpack.github.io/docs/hot-module-replacement-with-webpack.html), and
[Webpack 2](http://webpack.github.io/) by [AngularClass](https://angularclass.com).


## Getting Started

The following instruction will show you how to get the project running in your local environment for development and testing.

### Prerequisites
* [NodeJs LTS and Npm](https://nodejs.org/en/download/)
* [Git Bash](https://git-scm.com/downloads) for MacOS or  [TortoiseGit](https://tortoisegit.org/download/) for Windows

#### Optional TypeScript-aware editor

* [Webstorm 10](https://www.jetbrains.com/webstorm/download/)
* [Atom](https://atom.io/) with [TypeScript plugin](https://atom.io/packages/atom-typescript)

### Setting up Angular 4
After installing the Node.js and Npm you should be ready to clone our repository.
Open up Git Bash or Console and enter the following commands with administrator privilege
1. Clone the repo
```bash
# Make note of the directory location
git clone https://github.com/marissa-hagglund/VA-Audiology-Website.git
```
2. Go into the git repo directory
```bash
cd YOUR_REPO_LOCATION/VA-Audiology-Website
```
3. Install all the necessary packages with Npm
```bash
npm install -g node-pre-gyp
```
```bash
# This step may take longer
npm install
```
If you run into issues with node-sass when running ""npm install"" on MacOS,
try running this command first:
```bash
npm install node-sass
```

#### Starting the application locally
All the packages required for the project are now installed, you are now ready to run the application locally with the following commands:
```bash
# Be sure that you in the project directory first
npm start
```
Your default browser should open up the application. If not enter the following link into your browser.
```bash
http://localhost:3000/
```
#### Running Unit Tests
To run the unit tests, first change into your repo's directory and enter the following commands:
```bash
npm test
```
This will trigger lint to run first then all of the unit tests.
#### End-to-End Tests
Run protractor with the following commands
```bash
npm run protractor
```

## Configuration
Configuration files live in `config/` directory. We are currently using webpack, karma, and protractor for different stages of your application.  

### Adding external styling stylesheet
Any stylesheets (Sass or CSS) placed in the `src/styles` directory and imported into the project will automatically be compiled into an external `.css` and embedded in the production builds.

For example using Bootstrap as an external stylesheet:
1. Create a `styles.scss` file (name doesn't matter) in the `src/styles` directory.
2. Use `npm install` to install desired Bootstrap version
3. In `styles.scss` add `@import 'bootstrap/scss/bootstrap.scss';`
4. In `src/app/app.module.ts` add the import statements: `import '../styles/styles.scss';`

### Adding new components
New components can be added by using the following command:
```bash
ng generate component [your_compment_name]
```
This should generate all the necessary files in the `src\app\` folder.   
Be sure to add your component to `app.module.ts` file.   
Depending on the what you are working on, you will also need to add your component to the `declarations: [ ]` in `@NgModule`;

### Adding new module
New modules can be installed using Npm with the following command:   
```bash
npm install [package name]
```
Depending on the module, you may also need to add the module to `import: [ ]` and `export: [ ]` in `@NgModule`.   
You may still need to import in the module in the component that uses it.

## Contributing
Before creating Pull Request; all unit tests should be passing and coverage should be 100% and there should not be any lint errors.  After three the Pull Request has been approved by three people the it will be merged into master.

## Project Sponsor

<b>National Center for Rehabilitative Auditory Research (NCRAR) at the OHSU VA</b>   
Candice Manning    

<b>Portland State University Computers Science Department</b>   
Bart Massey

## Authors
Team Lead:
* Marissa Hagglund

Team Members:
* Jason Yu
* Joseph Remington
* Kaleb Striplin
* Sean Paterson
* Tutu Wei
* Zeyong Shan

## License
This project is licensed under the MIT License - see the [LICENSE.md](LICENSE.md) file for details

<!--

Commenting these out for now until we know more about deployment

```bash
# WINDOWS only. In terminal as administrator
npm install -g node-pre-gyp

# install the repo with npm
npm install

# start the server
npm start

# use Hot Module Replacement
npm run server:dev:hmr
```
go to [http://0.0.0.0:3000](http://0.0.0.0:3000) or [http://localhost:3000](http://localhost:3000) in your browser

### server
```bash
# development
npm run server
# production
npm run build:prod
npm run server:prod
```

## Other commands

### build files
```bash
# development
npm run build:dev
# production (jit)
npm run build:prod
# AoT
npm run build:aot
```

### hot module replacement
```bash
npm run server:dev:hmr
```

### watch and build files
```bash
npm run watch
```

### run unit tests
```bash
npm run test
```

### watch and run our tests
```bash
npm run watch:test
```

### run end-to-end tests
```bash
# update Webdriver (optional, done automatically by postinstall script)
npm run webdriver:update
# this will start a test server and launch Protractor
npm run e2e
```

### continuous integration (run unit tests and e2e tests together)
```bash
# this will test both your JIT and AoT builds
npm run ci
```

### run Protractor's elementExplorer (for end-to-end)
```bash
npm run e2e:live
```

### build Docker
```bash
npm run build:docker
```

## Docker

To run project you only need host machine with **operating system** with installed **git** (to clone this repo)
and [docker](https://www.docker.com/) and thats all - any other software is not needed
(other software like node.js etc. will be automatically downloaded and installed inside docker container during build step based on dockerfile).

### Install docker

#### MacOS:

`brew cask install docker`

And run docker by Mac bottom menu> launchpad > docker (on first run docker will ask you about password)

#### Ubuntu:

```
sudo apt-get update
sudo apt-key adv --keyserver hkp://p80.pool.sks-keyservers.net:80 --recv-keys 58118E89F3A912897C070ADBF76221572C52609D
sudo apt-add-repository 'deb https://apt.dockerproject.org/repo ubuntu-xenial main'
sudo apt-get update
apt-cache policy docker-engine
sudo apt-get install -y docker-engine
sudo systemctl status docker  # test:  shoud be ‘active’
```
And add your user to docker group (to avoid `sudo` before using `docker` command in future):
```
sudo usermod -aG docker $(whoami)
```
and logout and login again.

### Build image

Because *node.js* is big memory consumer you need 1-2GB RAM or virtual memory to build docker image
(it was successfully tested on machine with 512MB RAM + 2GB virtual memory - building process take 7min)

Go to main project folder. To build big (~280MB) image which has cached data and is able to **FAST** rebuild  
(this is good for testing or staging environment) type:

`docker build -t angular-starter .`

To build **SMALL** (~20MB) image without cache (so each rebuild will take the same amount of time as first build)
(this is good for production environment) type:

`docker build --squash=""true"" -t angular-starter .`

The **angular-starter** name used in above commands is only example image name.
To remove intermediate images created by docker on build process, type:

`docker rmi -f $(docker images -f ""dangling=true"" -q)`

### Run image

To run created docker image on [localhost:8080](localhost:8080) type (parameter `-p 8080:80` is host:container port mapping)

`docker run --name angular-starter -p 8080:80 angular-starter &`

And that's all, you can open browser and go to [localhost:8080](localhost:8080).

### Run image on sub-domain

If you want to run image as virtual-host on sub-domain you must setup [proxy](https://github.com/jwilder/nginx-proxy)
. You should install proxy and set sub-domain in this way:

 ```
 docker pull jwilder/nginx-proxy:alpine
 docker run -d -p 80:80 --name nginx-proxy -v /var/run/docker.sock:/tmp/docker.sock:ro jwilder/nginx-proxy:alpine
 ```

 And in your `/etc/hosts` file (linux) add line: `127.0.0.1 angular-starter.your-domain.com` or in yor hosting add
 folowing DNS record (wildchar `*` is handy because when you add new sub-domain in future, you don't need to touch/add any DNS record)

 ```
 Type: CNAME
 Hostname: *.your-domain.com
 Direct to: your-domain.com
 TTL(sec): 43200
 ```

And now you are ready to run image on subdomain by:

```
docker run -e VIRTUAL_HOST=angular-starter.your-domain.com --name angular-starter angular-starter &
```

### Login into docker container

`docker exec -t -i angular-starter /bin/bash`

## Netlify

You can quickly create a free site to get started using this
starter kit in production on [Netlify](https://www.netlify.com/):
-->",2018,audiology
https://github.com/PreetMangat,"
Audiology","# Audiology
Music Player written in Javascript, HTML, CSS and PHP, using a MySQL database to store songs , users and playlists.

![register-screen](https://i.imgur.com/UruYbo4.png)
![home-screen](https://i.imgur.com/bwB7XWU.png)
![album-screen](https://i.imgur.com/3lrAnPu.png)

## Installation

##### Dependencies
-XAMPP 7.4.2 (can be downloaded here: https://www.apachefriends.org/index.html  
-XAMPP is a free and open-source cross-platform web server solution stack package developed by Apache, consisting mainly of the Apache HTTP Server, MySQL database, and interpreters for scripts written in PHP.

##### Steps

1) Clone repo into the htdocs folder, which is located inside the XAMPP folder.
2) Run xampp-control.exe and start Apache and MySQL
3) Go to Localhost/phpmyadmin, create a new database named 'audiology'
4) click on the audiology database, and select import
5) import the database file located at \xampp\htdocs\Audiology\Build_Mysql_DB , and press run
6) Once the DB is created, navigate to localhost/audiology/register.php to begin the app",2020,audiology
https://github.com/nirakarpanda,avantageAudiology,None,2016,audiology
https://github.com/dmmarketer12,ssss,None,2024,audiology
https://github.com/DublinAudiology,dublinaudiology,None,2018,audiology
https://github.com/amakarewicz,2022-DTU-Deep-Learning-Speech-Synthesis,"Diffusion models for speech synthesis (with WS Audiology)

Note: Notebooks with experiments are located in experiments folder (one notebook per each).",2023,audiology
https://github.com/Aishwarya1730,AudiologyTest,None,2022,audiology
https://github.com/edw1nzhao,AudiologyNLP,"# NLP_Audiology.src.AudiologyNLP

Junior Design project for the Centers for Disease Control and Prevention

Release Notes v0.1

New Features
Upload PNG files to be analyzed and have key audiology features extracted.
Scanned results from uploaded PNG files can be edited and saved.
Final extracted features exported as csv format. 

Bug Fixes
None. Initial release.

Known Bugs and Defects
Required conversion from PDF to PNG prior to scanning.
Need better models for extracting medical history, test results and diagnosis.
Proper database implementation required.
Registration for new patient required.
Requires very clear medical record for an input.
Stored extracted features need to be accessible and displayable within the application.



Install Guide  Audiology NLP v0.1

PRE-REQUISITES: 
You must have JDK 10 installed and configured for our java application.See: https://www.oracle.com/technetwork/java/javase/downloads/jdk10-downloads-4416644.html for details.

DEPENDENCIES:
Download and install Tesseract. See: https://github.com/tesseract-ocr/tesseract/wiki 
Download and install IntelliJ IDEA on your system. See: https://www.jetbrains.com/idea/  

DOWNLOAD:
Download Audiology NLP project from our github link: https://github.com/ezhao7/AudiologyNLP.git 

BUILD:
Copy the AudiologyNLP directory (downloaded in previous step) to any location you desire, start IntelliJ and choose import project option. Select AudiologyNLP and keep clicking next till the project is created in IntelliJ IDEA. 
Once you are in IntelliJ with the project created, click Build -> Make Project from the main menu.

RUNNING APPLICATION:
When running this project for the first time in IntelliJ, find App.java under src/main/java.com, right click App and select Run ‘App.main()’.
If you’ve run the project in the past, simply click Run from the main menu to restart the application.
                ",2019,audiology
https://github.com/dogacol,audiology,"Odyoloji App Tuşlar

1, 2, 3, 4, 5, 6, 7, 8 tuşları her bir hayvanı ve sesi gösterir ve gizler

F tuşuna basıp bir sayıya basıldığında SOL tarafta hayvan ve ses belirir (ses SOL PAN) G tuşuna basıp bir sayıya basıldığında SAĞ tarafta hayvan ve ses belirir (ses SAĞ PAN) M tuşu ile arkaplan videosu sessiz veya sesli hale getirilir R tuşu ile çözünürlük değiştirilebilir",2024,audiology
https://github.com/payelmondal2021,AudiologyHardwareInventory,None,2021,audiology
https://github.com/davidnymanmusic,audiology,None,2021,audiology
https://github.com/AlonBenAriVA,AudiologyBooth,None,2018,audiology
https://github.com/semnan-university-ai,Audiology,"Author : Amir Shokri

github link : https://github.com/amirshnll/Audiology

dataset link : http://archive.ics.uci.edu/ml/datasets/Audiology+%28Original%29

email : amirsh.nll@gmail.com",2021,audiology
https://github.com/martinStoimenov,Audiology,"# Audiology

Audiology connects musicians with their fans.  [http://haloho-001-site1.dtempurl.com/](http://haloho-001-site1.dtempurl.com/)

## Using ASP.NET Core 3.1 Template by : [Nikolay Kostov](https://github.com/NikolayIT)
Technologies used:
- ASP .NET Core 3.1
- SignalR
- Entity Framework Core 3.1
- xUnit
- Moq
- JavaScript
- jQuery
- Bootstrap
- HTML 5
- CSS
- FontAwesome
- Cloudinary
- SendGrid
- Hangfire

## License
[MIT](https://choosealicense.com/licenses/mit/)",2020,audiology
https://github.com/octopuscart,audiology,None,2023,audiology
https://github.com/pauljoe,Audiology-test,Audiology test repository,2016,audiology
https://github.com/audiologyplus71,Audiology-Plus-Website,None,2023,audiology
https://github.com/leahqbruce,audiology,None,2020,audiology
https://github.com/Mrpankaj666,Audiology,None,2021,audiology
https://github.com/saranshavi,Audiology,None,2021,audiology
https://github.com/payelmondal2021,AudiologyHardwareInventory_Dev,None,2021,audiology
https://github.com/afbaum,audiology,"###IOI-HA Outcome Tracker

My first MERN Stack!!

This is my first complete MERN stack. I have based this on videos from Brad Traversy on Udemy. The IOIHA section of this webpage were my addition to the website. The Ioiha section includes creating reading and deleting from a Mongo database from Mlab.

Project Description:

The International Outcome Inventory for Hearing Aids is a seven item standardized measure which has been translated into 30 different languages.
It was originally designed for evaluating the efficacy of hearing aid rehabilitation. It is standard practice to ask patients to complete a IOIHA at least one month after being fit with hearing aids. However an outcome measure means nothing unless you are tracking and analyzing the data.

I currently work with six different hearing aid vendors (the big six). Although all hearing aids do the same thing (amplify sound), they all do it in different ways.
I like to track the IOIHA outcome based on the Make and Style of the hearing aid.
Are patients doing better with RIC style hearing aids than with Full Shell (FS) style hearing aids? Are patients doing better with one company's hearing aids compared to another company? Being able to answer these questions will help me improve my treatment for future patients.

The point of this web application is to create a database of IOIHA outcomes based on Make, Model and style of hearing aid, then use those results to determine which treatment is working best for my patients.

Instructions for running the app:

To Run the App

Please Run App in chrome

Ensure you have node.js and nodemon installed on your computer
Ensure that you have redux dev tools installed in Chrome
Go to the root directory of the project
Clone or download the project from the repo.
Run npm install and npm run client-install to install necessary packages
Run npm run dev to begin the app server process a webpage should open automatically at localhost:3000
Sign up for the site
Login to the site.
You may enter Profile information
Once you are logged in go to ioiha
On the ioiha page you can enter ioiha data, it will update at the bottom of the screen on submit.
Select the delete box to delete individual entries.
Future improvements

Error handling on the login page needs to be improved Updating the site to run on browsers other than Chrome. Everything is open on github right now for the purposes of Code-Louisville. That information needs to be changed and removed from git repository",2018,audiology
https://github.com/AnyelaLayton,Audiology,None,2024,audiology
https://github.com/atiyolog,Manuscripts,"# Automated scholarly manuscripts on GitHub

<!-- usage note: edit the H1 title above to personalize the manuscript -->

[![HTML Manuscript](https://img.shields.io/badge/manuscript-HTML-blue.svg)](https://manubot.github.io/rootstock/)
[![PDF Manuscript](https://img.shields.io/badge/manuscript-PDF-blue.svg)](https://manubot.github.io/rootstock/manuscript.pdf)
[![GitHub Actions Status](https://github.com/manubot/rootstock/workflows/Manubot/badge.svg)](https://github.com/manubot/rootstock/actions)
[![Travis Build Status](https://travis-ci.com/manubot/rootstock.svg?branch=main)](https://travis-ci.com/manubot/rootstock)
<!-- usage note: delete CI badges above for services not used by your manuscript -->

## Manuscript description

<!-- usage note: edit this section. -->

This repository is a template manuscript (a.k.a. rootstock).
Actual manuscript instances will clone this repository (see [`SETUP.md`](SETUP.md)) and replace this paragraph with a description of their manuscript.

## Manubot

<!-- usage note: do not edit this section -->

Manubot is a system for writing scholarly manuscripts via GitHub.
Manubot automates citations and references, versions manuscripts using git, and enables collaborative writing via GitHub.
An [overview manuscript](https://greenelab.github.io/meta-review/ ""Open collaborative writing with Manubot"") presents the benefits of collaborative writing with Manubot and its unique features.
The [rootstock repository](https://git.io/fhQH1) is a general purpose template for creating new Manubot instances, as detailed in [`SETUP.md`](SETUP.md).
See [`USAGE.md`](USAGE.md) for documentation how to write a manuscript.

Please open [an issue](https://git.io/fhQHM) for questions related to Manubot usage, bug reports, or general inquiries.

### Repository directories & files

The directories are as follows:

+ [`content`](content) contains the manuscript source, which includes markdown files as well as inputs for citations and references.
  See [`USAGE.md`](USAGE.md) for more information.
+ [`output`](output) contains the outputs (generated files) from Manubot including the resulting manuscripts.
  You should not edit these files manually, because they will get overwritten.
+ [`webpage`](webpage) is a directory meant to be rendered as a static webpage for viewing the HTML manuscript.
+ [`build`](build) contains commands and tools for building the manuscript.
+ [`ci`](ci) contains files necessary for deployment via continuous integration.

### Local execution

The easiest way to run Manubot is to use [continuous integration](#continuous-integration) to rebuild the manuscript when the content changes.
If you want to build a Manubot manuscript locally, install the [conda](https://conda.io) environment as described in [`build`](build).
Then, you can build the manuscript on POSIX systems by running the following commands from this root directory.

```sh
# Activate the manubot conda environment (assumes conda version >= 4.4)
conda activate manubot

# Build the manuscript, saving outputs to the output directory
bash build/build.sh

# At this point, the HTML & PDF outputs will have been created. The remaining
# commands are for serving the webpage to view the HTML manuscript locally.
# This is required to view local images in the HTML output.

# Configure the webpage directory
manubot webpage

# You can now open the manuscript webpage/index.html in a web browser.
# Alternatively, open a local webserver at http://localhost:8000/ with the
# following commands.
cd webpage
python -m http.server
```

Sometimes it's helpful to monitor the content directory and automatically rebuild the manuscript when a change is detected.
The following command, while running, will trigger both the `build.sh` script and `manubot webpage` command upon content changes:

```sh
bash build/autobuild.sh
```

### Continuous Integration

Whenever a pull request is opened, CI (continuous integration) will test whether the changes break the build process to generate a formatted manuscript.
The build process aims to detect common errors, such as invalid citations.
If your pull request build fails, see the CI logs for the cause of failure and revise your pull request accordingly.

When a commit to the `main` branch occurs (for example, when a pull request is merged), CI builds the manuscript and writes the results to the [`gh-pages`](https://github.com/manubot/rootstock/tree/gh-pages) and [`output`](https://github.com/manubot/rootstock/tree/output) branches.
The `gh-pages` branch uses [GitHub Pages](https://pages.github.com/) to host the following URLs:

+ **HTML manuscript** at https://manubot.github.io/rootstock/
+ **PDF manuscript** at https://manubot.github.io/rootstock/manuscript.pdf

For continuous integration configuration details, see [`.github/workflows/manubot.yaml`](.github/workflows/manubot.yaml) if using GitHub Actions or [`.travis.yml`](.travis.yml) if using Travis CI.

## License

<!--
usage note: edit this section to change the license of your manuscript or source code changes to this repository.
We encourage users to openly license their manuscripts, which is the default as specified below.
-->

[![License: CC BY 4.0](https://img.shields.io/badge/License%20All-CC%20BY%204.0-lightgrey.svg)](http://creativecommons.org/licenses/by/4.0/)
[![License: CC0 1.0](https://img.shields.io/badge/License%20Parts-CC0%201.0-lightgrey.svg)](https://creativecommons.org/publicdomain/zero/1.0/)

Except when noted otherwise, the entirety of this repository is licensed under a CC BY 4.0 License ([`LICENSE.md`](LICENSE.md)), which allows reuse with attribution.
Please attribute by linking to https://github.com/manubot/rootstock.

Since CC BY is not ideal for code and data, certain repository components are also released under the CC0 1.0 public domain dedication ([`LICENSE-CC0.md`](LICENSE-CC0.md)).
All files matched by the following glob patterns are dual licensed under CC BY 4.0 and CC0 1.0:

+ `*.sh`
+ `*.py`
+ `*.yml` / `*.yaml`
+ `*.json`
+ `*.bib`
+ `*.tsv`
+ `.gitignore`

All other files are only available under CC BY 4.0, including:

+ `*.md`
+ `*.html`
+ `*.pdf`
+ `*.docx`

Please open [an issue](https://github.com/manubot/rootstock/issues) for any question related to licensing.",2022,audiology
